WARNING: Method definition require(Symbol) in module Base at loading.jl:345 overwritten in module ConicBenchmarkUtilities at /home/ubuntu/.julia/v0.5/Requires/src/require.jl:12.
#SOLVERNAME# PAJ_SCIP_tols_MOSEK
#SOLVER# Pajarito.PajaritoSolver(2,3600.0,1.0e-5,false,SCIP.SCIPSolver(("display/verblevel",0,"limits/gap",0.0,"limits/time",3600.0,"numerics/feastol",1.0e-8)),MathProgBase.DefaultMIPSolver(),0,false,true,Mosek.MosekMathProgSolverInterface.MosekSolver(Any[(:LOG,0),(:NUM_THREADS,1),(:OPTIMIZER_MAX_TIME,120.0)]),true,false,false,true,false,true,false,true,true,true,true,false,false,true,false,false,false,true,1.0e-10,0.0001,1.0e-6,0.01,1.0e-6)
#INSTANCE# pp-n10-d10000.cbf.gz
#TIMELIMIT# 3600.0

Transforming original data......Done     0.00s

Creating conic model data......Done     0.00s

Creating MIP model......Done     0.00s

Cone types summary:
Cone       | Count    | Min dim  | Max dim 
       SOC |       10 |        3 |        3

Solving conic relaxation......Done     0.00s
 - Relaxation status    =        Optimal
 - Relaxation objective =    1481.455068

Creating conic subproblem model......Done     0.00s

Starting iterative outer approximation algorithm

Iter | Best obj       | OA obj         | Rel gap     | Time (s)   
  62 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   4.719e+00
  63 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   4.812e+00
  64 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   4.907e+00
  65 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   5.000e+00
  66 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   5.096e+00
  67 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   5.191e+00
  68 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   5.283e+00
  69 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   5.379e+00
  70 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   5.475e+00
  71 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   5.570e+00
  72 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   5.667e+00
  73 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   5.764e+00
  74 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   5.863e+00
  75 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   5.959e+00
  76 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   6.058e+00
  77 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   6.156e+00
  78 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   6.251e+00
  79 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   6.350e+00
  80 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   6.449e+00
  81 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   6.551e+00
  82 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   6.653e+00
  83 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   6.752e+00
  84 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   6.853e+00
  85 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   6.954e+00
  86 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   7.056e+00
  87 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   7.160e+00
  88 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   7.264e+00
  89 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   7.367e+00
  90 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   7.474e+00
  91 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   7.580e+00
  92 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   7.684e+00
  93 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   7.788e+00
  94 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   7.894e+00
  95 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   7.999e+00
  96 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   8.105e+00
  97 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   8.214e+00
  98 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   8.320e+00
  99 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   8.426e+00
 100 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   8.534e+00
 101 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   8.636e+00
 102 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   8.745e+00
 103 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   8.853e+00
 104 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   8.963e+00
 105 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   9.073e+00
 106 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   9.202e+00
 107 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   9.311e+00
 108 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   9.422e+00
 109 |  +1.481488e+03 |  +1.481465e+03 |   1.574e-05 |   9.533e+00
 110 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   9.651e+00
 111 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   9.764e+00
 112 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   9.872e+00
 113 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   9.985e+00
 114 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.010e+01
 115 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.021e+01
 116 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.032e+01
 117 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.044e+01
 118 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.055e+01
 119 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.067e+01
 120 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.078e+01
 121 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.090e+01
 122 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.101e+01
 123 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.113e+01
 124 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.125e+01
 125 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.136e+01
 126 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.148e+01
 127 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.160e+01
 128 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.172e+01
 129 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.184e+01
 130 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.195e+01
 131 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.207e+01
 132 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.219e+01
 133 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.231e+01
 134 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.243e+01
 135 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.255e+01
 136 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.267e+01
 137 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.279e+01
 138 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.291e+01
 139 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.304e+01
 140 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.316e+01
 141 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.328e+01
 142 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.341e+01
 143 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.354e+01
 144 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.366e+01
 145 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.379e+01
 146 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.392e+01
 147 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.404e+01
 148 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.417e+01
 149 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.430e+01
 150 |  +1.481488e+03 |  +1.481465e+03 |   1.572e-05 |   1.443e+01
 151 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.455e+01
 152 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.468e+01
 153 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.481e+01
 154 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.494e+01
 155 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.507e+01
 156 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.520e+01
 157 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.533e+01
 158 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.546e+01
 159 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.559e+01
 160 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.572e+01
 161 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.585e+01
 162 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.599e+01
 163 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.612e+01
 164 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.625e+01
 165 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.639e+01
 166 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.652e+01
 167 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.666e+01
 168 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.679e+01
 169 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.693e+01
 170 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.706e+01
 171 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.722e+01
 172 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.736e+01
 173 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.749e+01
 174 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.763e+01
 175 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.776e+01
 176 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.790e+01
 177 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.804e+01
 178 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.818e+01
 179 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.832e+01
 180 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.846e+01
 181 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.860e+01
 182 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.874e+01
 183 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.888e+01
 184 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.902e+01
 185 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.916e+01
 186 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.930e+01
 187 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.944e+01
 188 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.959e+01
 189 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.973e+01
 190 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   1.988e+01
 191 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.002e+01
 192 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.017e+01
 193 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.032e+01
 194 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.046e+01
 195 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.061e+01
 196 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.076e+01
 197 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.091e+01
 198 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.106e+01
 199 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.120e+01
 200 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.135e+01
 201 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.150e+01
 202 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.165e+01
 203 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.180e+01
 204 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.196e+01
 205 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.210e+01
 206 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.225e+01
 207 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.240e+01
 208 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.256e+01
 209 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.271e+01
 210 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.286e+01
 211 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.301e+01
 212 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.316e+01
 213 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.331e+01
 214 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.346e+01
 215 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.362e+01
 216 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.378e+01
 217 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.393e+01
 218 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.409e+01
 219 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.425e+01
 220 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.441e+01
 221 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.457e+01
 222 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.475e+01
 223 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.491e+01
 224 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.507e+01
 225 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.523e+01
 226 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.539e+01
 227 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.555e+01
 228 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.571e+01
 229 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.587e+01
 230 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.604e+01
 231 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.620e+01
 232 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.636e+01
 233 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.653e+01
 234 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.669e+01
 235 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.686e+01
 236 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.703e+01
 237 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.719e+01
 238 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.736e+01
 239 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.753e+01
 240 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.769e+01
 241 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.786e+01
 242 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.803e+01
 243 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.820e+01
 244 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.837e+01
 245 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.854e+01
 246 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.870e+01
 247 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.887e+01
 248 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.904e+01
 249 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.921e+01
 250 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.939e+01
 251 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.956e+01
 252 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.973e+01
 253 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   2.991e+01
 254 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.008e+01
 255 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.025e+01
 256 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.043e+01
 257 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.060e+01
 258 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.078e+01
 259 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.096e+01
 260 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.113e+01
 261 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.131e+01
 262 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.149e+01
 263 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.166e+01
 264 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.184e+01
 265 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.202e+01
 266 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.220e+01
 267 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.238e+01
 268 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.256e+01
 269 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.274e+01
 270 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.292e+01
 271 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.310e+01
 272 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.328e+01
 273 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.347e+01
 274 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.364e+01
 275 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.382e+01
 276 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.401e+01
 277 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.419e+01
 278 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.438e+01
 279 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.457e+01
 280 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.475e+01
 281 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.494e+01
 282 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.513e+01
 283 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.532e+01
 284 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.551e+01
 285 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.570e+01
 286 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.589e+01
 287 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.608e+01
 288 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.626e+01
 289 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.646e+01
 290 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.665e+01
 291 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.684e+01
 292 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.703e+01
 293 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.722e+01
 294 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.742e+01
 295 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.761e+01
 296 |  +1.481488e+03 |  +1.481465e+03 |   1.571e-05 |   3.780e+01
