solver,instance,status,objval_reported,objbound,solvertime,totaltime,filename,objval_solution,max_linear_violation,max_soc_violation,max_socrot_violation,validator_status,validator_objval,solvers_gap,validation_gap,gap_ratio,optimal_and_badgap,bad_viol,now_optimal
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,100_0_5_w.cbf,Suboptimal,1.73E+07,1.72E+07,3600.051565,3600.060751,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.100_0_5_w.txt,1.73E+07,8.24E-06,0,4.00E-08,Optimal,1.73E+07,4.95E-04,4.95E-04,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,sssd-weak-25-8.cbf,Suboptimal,500753.2753,500580.2495,3600.015086,3600.015389,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.sssd-weak-25-8.txt,500753.2753,1.11E-16,0,2.12E-08,Optimal,500753.0203,3.46E-04,3.45E-04,9.99E-01,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,uflquad-nopsc-30-150.cbf,Suboptimal,468.1562475,438.3041176,3600.116638,3600.1372,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.uflquad-nopsc-30-150.txt,468.1562475,2.24E-08,0,5.51E-09,Optimal,468.1561279,6.38E-02,6.38E-02,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,50_0_5_w.cbf,Suboptimal,9.97E+06,9.96E+06,3600.043258,3600.05339,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.50_0_5_w.txt,9.97E+06,6.23E-08,0,5.30E-10,Optimal,9.97E+06,3.98E-04,3.98E-04,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,uflquad-nopsc-30-300.cbf,Suboptimal,797.2158019,538.6714341,3600.202993,3600.242805,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.uflquad-nopsc-30-300.txt,797.2158019,1.01E-08,0,0,Optimal,797.2108063,3.24E-01,3.24E-01,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,uflquad-nopsc-30-200.cbf,Suboptimal,558.9278204,437.1549965,3600.203584,3600.229171,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.uflquad-nopsc-30-200.txt,558.9278204,5.76E-09,0,0,Optimal,558.9275222,2.18E-01,2.18E-01,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,uflquad-nopsc-20-150.cbf,Suboptimal,568.7174574,551.5040103,3600.085596,3600.104911,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.uflquad-nopsc-20-150.txt,568.7174574,4.19E-09,0,0,Optimal,568.7167265,3.03E-02,3.03E-02,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,shortfall_200_0.cbf,Suboptimal,-1.12961504,-1.142825695,3600.029682,3600.030004,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.shortfall_200_0.txt,-1.12961504,1.34E-08,0,0,Optimal,-1.12961504,1.17E-02,1.17E-02,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,shortfall_200_1.cbf,Suboptimal,-1.135436933,-1.144676072,3600.021416,3600.021692,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.shortfall_200_1.txt,-1.135436933,5.68E-09,0,0,Optimal,-1.135436933,8.14E-03,8.14E-03,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,pp-n1000-d10.cbf,Suboptimal,7345.817517,7331.758555,3600.054657,3600.065357,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.pp-n1000-d10.txt,7345.817517,0,0,0,Optimal,7345.817205,1.91E-03,1.91E-03,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,pp-n100-d10.cbf,Suboptimal,777.3260791,776.8526791,3600.015219,3600.015823,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.pp-n100-d10.txt,777.3260791,0,0,0,Optimal,777.3260098,6.09E-04,6.09E-04,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,clay0303h.cbf,Optimal,26669.10852,26669.10852,1.616770983,1.618920088,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.clay0303h.txt,26669.10852,1.80E-05,0.000141151,0,Optimal,26669.10293,0.00E+00,2.10E-07,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,clay0304h.cbf,Optimal,40262.38453,40262.38453,3.921673059,3.924890995,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.clay0304h.txt,40262.38453,6.86E-08,9.75E-05,0,Optimal,40262.37256,0.00E+00,2.97E-07,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,clay0303m.cbf,Optimal,26669.11098,26669.10957,1.133519888,1.134915113,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.clay0303m.txt,26669.11098,0,1.84E-05,0,Optimal,26669.11098,5.28E-08,5.28E-08,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,clay0203m.cbf,Optimal,41573.26274,41573.26252,0.666551113,0.667653084,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.clay0203m.txt,41573.26274,0,5.16E-06,0,Optimal,41573.26274,5.16E-09,5.16E-09,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,clay0203h.cbf,Optimal,41573.2624,41573.26239,0.373095989,0.383769035,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.clay0203h.txt,41573.2624,1.98E-06,4.80E-06,0,Optimal,41573.26085,3.77E-10,3.70E-08,9.81E+01,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,clay0304m.cbf,Optimal,40262.3881,40262.38752,6.529541016,6.531561852,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.clay0304m.txt,40262.3881,0,3.00E-06,0,Optimal,40262.3881,1.45E-08,1.45E-08,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,tls4.cbf,Optimal,8.3,8.3,8.172585011,8.173841,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.tls4.txt,8.3,0,1.06E-07,0,Optimal,8.3,0.00E+00,1.28E-15,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,robust_50_0.cbf,Optimal,-0.086088437,-0.086088436,0.063033104,0.063273907,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.robust_50_0.txt,-0.086088437,1.49E-08,3.86E-09,0,Optimal,-0.086088437,1.21E-08,1.21E-08,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,robust_30_0.cbf,Optimal,-0.045451462,-0.045451447,0.070944071,0.07117486,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.robust_30_0.txt,-0.045451462,1.09E-08,1.85E-09,0,Optimal,-0.045451446,3.24E-07,2.48E-08,7.67E-02,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,robust_20_0.cbf,Optimal,-0.079784866,-0.079784856,0.028136969,0.028312922,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.robust_20_0.txt,-0.079784866,1.59E-08,1.25E-09,0,Optimal,-0.079784866,1.25E-07,1.25E-07,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,shortfall_30_0.cbf,Optimal,-1.08072123,-1.08072124,0.267261982,0.267501831,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.shortfall_30_0.txt,-1.08072123,1.78E-09,9.48E-10,0,Optimal,-1.080721232,8.98E-09,7.17E-09,7.98E-01,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,robust_200_1.cbf,Optimal,-0.142745585,-0.142745965,1343.597785,1343.598095,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.robust_200_1.txt,-0.142745585,1.60E-08,7.94E-10,0,Optimal,-0.142745585,2.66E-06,2.66E-06,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,robust_40_0.cbf,Optimal,-0.076010008,-0.076010089,0.315109015,0.315345049,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.robust_40_0.txt,-0.076010008,1.84E-09,5.37E-10,0,Optimal,-0.076010008,1.07E-06,1.07E-06,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,classical_20_0.cbf,Optimal,-0.082295154,-0.082295168,0.05748105,0.057681084,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.classical_20_0.txt,-0.082295154,1.66E-09,5.00E-10,0,Optimal,-0.082295154,1.70E-07,1.70E-07,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,robust_50_1.cbf,Optimal,-0.085694765,-0.085694794,0.465016842,0.465270996,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.robust_50_1.txt,-0.085694765,9.95E-10,3.06E-10,0,Optimal,-0.085694765,3.46E-07,3.46E-07,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,robust_200_0.cbf,Optimal,-0.141089461,-0.141089643,1018.593313,1018.593621,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.robust_200_0.txt,-0.141089461,4.79E-09,2.12E-10,0,Optimal,-0.141089468,1.29E-06,1.24E-06,9.62E-01,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,robust_100_1.cbf,Optimal,-0.072089841,-0.072089938,53.31808209,53.31834698,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.robust_100_1.txt,-0.072089841,4.53E-10,1.00E-10,0,Optimal,-0.072089841,1.34E-06,1.34E-06,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,classical_30_0.cbf,Optimal,-0.079814496,-0.079814505,0.093394995,0.093596935,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.classical_30_0.txt,-0.079814496,1.78E-10,5.36E-11,0,Optimal,-0.079814496,1.15E-07,1.15E-07,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,ck_n50_m10_o5_5.cbf,Optimal,18365,18365,0.45065999,0.450992823,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.ck_n50_m10_o5_5.txt,18365,0,0,9.29E-05,Optimal,18365,0.00E+00,0.00E+00,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,ck_n50_m20_o5_5.cbf,Optimal,13070,13070,0.536285162,0.536821127,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.ck_n50_m20_o5_5.txt,13070,0,0,6.28E-07,Optimal,13070,0.00E+00,0.00E+00,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,sssd-weak-25-4.cbf,Optimal,311720.9539,311720.9539,0.31131196,0.311569214,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.sssd-weak-25-4.txt,311720.9539,1.11E-16,0,2.73E-07,Optimal,311720.939,0.00E+00,4.78E-08,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,sssd-weak-20-8.cbf,Optimal,600349.9827,600349.9827,658.5029049,658.5032332,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.sssd-weak-20-8.txt,600349.9827,1.11E-16,0,2.46E-07,Optimal,600350.0616,0.00E+00,1.31E-07,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,sssd-weak-15-4.cbf,Optimal,327997.8089,327997.8089,8.771101952,8.771373034,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.sssd-weak-15-4.txt,327997.8089,0,0,1.77E-07,Optimal,327997.69,0.00E+00,3.62E-07,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,sssd-strong-30-4.cbf,Optimal,264127.5003,264127.5003,4.89865613,4.898910046,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.sssd-strong-30-4.txt,264127.5003,8.88E-16,0,1.70E-07,Optimal,264127.4977,0.00E+00,9.84E-09,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,sssd-strong-25-8.cbf,Optimal,500753.2262,500753.2262,560.985652,560.98593,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.sssd-strong-25-8.txt,500753.2262,0,0,6.64E-08,Optimal,500753.0868,0.00E+00,2.79E-07,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,sssd-strong-15-4.cbf,Optimal,327997.8861,327997.8861,4.864423037,4.864668131,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.sssd-strong-15-4.txt,327997.8861,0,0,5.50E-08,Optimal,327997.7645,0.00E+00,3.71E-07,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,sssd-strong-20-8.cbf,Optimal,600350.2386,600350.2386,289.0338359,289.034168,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.sssd-strong-20-8.txt,600350.2386,0,0,5.30E-08,Optimal,600349.5576,0.00E+00,1.13E-06,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,sssd-strong-30-8.cbf,Optimal,528766.2342,528766.2342,797.9712801,797.971611,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.sssd-strong-30-8.txt,528766.2342,0,0,4.15E-08,Optimal,528766.2561,0.00E+00,4.13E-08,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,sssd-weak-20-4.cbf,Optimal,287810.4485,287810.4485,0.484479904,0.484706879,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.sssd-weak-20-4.txt,287810.4485,1.11E-16,0,3.00E-08,Optimal,287810.3021,0.00E+00,5.09E-07,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,sssd-weak-30-4.cbf,Optimal,264127.5916,264127.5916,4.392338037,4.392603159,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.sssd-weak-30-4.txt,264127.5916,8.88E-16,0,2.51E-08,Optimal,264127.5149,0.00E+00,2.90E-07,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,sssd-strong-25-4.cbf,Optimal,311721.1207,311721.1207,0.359381914,0.359609127,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.sssd-strong-25-4.txt,311721.1207,0,0,1.89E-08,Optimal,311721.025,0.00E+00,3.07E-07,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,sssd-strong-15-8.cbf,Optimal,622512.7226,622512.7226,277.781817,277.78213,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.sssd-strong-15-8.txt,622512.7226,0,0,1.75E-08,Optimal,622512.1136,0.00E+00,9.78E-07,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,ck_n50_m20_o3_5.cbf,Optimal,13652,13652,0.580453873,0.580894947,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.ck_n50_m20_o3_5.txt,13652,0,0,1.73E-08,Optimal,13652,0.00E+00,0.00E+00,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,sssd-weak-15-8.cbf,Optimal,622512.7251,622512.7251,200.7129622,200.7132862,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.sssd-weak-15-8.txt,622512.7251,1.11E-16,0,1.57E-08,Optimal,622512.6932,0.00E+00,5.12E-08,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,sssd-weak-30-8.cbf,Optimal,528766.2632,528766.2632,819.9930482,819.9933679,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.sssd-weak-30-8.txt,528766.2632,1.11E-16,0,1.50E-08,Optimal,528766.1495,0.00E+00,2.15E-07,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,sssd-strong-20-4.cbf,Optimal,287810.4602,287810.4602,0.607511044,0.607757092,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.sssd-strong-20-4.txt,287810.4602,0,0,1.20E-08,Optimal,287810.3415,0.00E+00,4.12E-07,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,20_0_5_w.cbf,Optimal,3.78E+06,3.78E+06,29.29471302,29.29695511,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.20_0_5_w.txt,3.78E+06,3.94E-07,0,8.90E-09,Optimal,3.78E+06,0.00E+00,5.37E-09,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,achtziger_stolpe07-5.2flowc.cbf,Optimal,49.14061314,49.14061145,428.4890449,428.4894521,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.achtziger_stolpe07-5.2flowc.txt,49.14061314,1.94E-08,0,7.05E-09,Optimal,49.14061403,3.44E-08,5.25E-08,1.53E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,10_0_5_w.cbf,Optimal,1.96E+06,1.96E+06,2.434468985,2.435663939,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.10_0_5_w.txt,1.96E+06,1.14E-07,0,6.14E-09,Optimal,1.96E+06,0.00E+00,2.68E-10,#DIV/0!,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,achtziger_stolpe06-6.5flowc.cbf,Optimal,5.998253481,5.998253317,285.1366761,285.138166,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.achtziger_stolpe06-6.5flowc.txt,5.998253481,4.40E-09,0,3.69E-09,Optimal,5.998253397,2.73E-08,1.33E-08,4.89E-01,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,achtziger_stolpe07-5.3flowc.cbf,Optimal,7.7160522,7.716052157,3.80670023,3.807171106,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.achtziger_stolpe07-5.3flowc.txt,7.7160522,1.68E-09,0,2.83E-10,Optimal,7.716052324,5.57E-09,2.16E-08,3.88E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,b1bigflowc.cbf,Optimal,5.777366126,5.777365634,348.0404201,348.042345,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.b1bigflowc.txt,5.777366126,6.75E-10,0,2.40E-10,Optimal,5.777366165,8.53E-08,9.20E-08,1.08E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,stolpe07-8.1flowc.cbf,Optimal,6.949599095,6.949599034,7.723482847,7.72399497,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.stolpe07-8.1flowc.txt,6.949599095,5.45E-10,0,1.47E-10,Optimal,6.949599372,8.74E-09,4.87E-08,5.57E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,stolpe07-8.3flowc.cbf,Optimal,46.42342465,46.42342002,545.737772,545.7386088,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.stolpe07-8.3flowc.txt,46.42342465,8.97E-09,0,3.14E-16,Optimal,46.42342305,9.97E-08,6.53E-08,6.55E-01,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,achtziger_stolpe06-6.1flowc.cbf,Optimal,1.85634062,1.856340197,0.118087053,0.118393898,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.achtziger_stolpe06-6.1flowc.txt,1.85634062,5.38E-09,0,2.89E-17,Optimal,1.856340225,2.28E-07,1.50E-08,6.57E-02,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,stolpe07-8.2flowc.cbf,Optimal,15.81918011,15.8191794,95.39893103,95.39975691,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.stolpe07-8.2flowc.txt,15.81918011,7.25E-09,0,1.99E-18,Optimal,15.81918063,4.49E-08,7.77E-08,1.73E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,robust_100_0.cbf,Optimal,-0.097460453,-0.097460846,240.6621041,240.6623678,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.robust_100_0.txt,-0.097460453,6.20E-09,0,0,Optimal,-0.097460453,4.04E-06,4.04E-06,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,classical_50_0.cbf,Optimal,-0.090741415,-0.090741701,26.00482488,26.00512385,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.classical_50_0.txt,-0.090741415,1.53E-08,0,0,Optimal,-0.090741415,3.15E-06,3.15E-06,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,shortfall_100_0.cbf,Optimal,-1.114112248,-1.114113244,1309.371851,1309.37216,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.shortfall_100_0.txt,-1.114112248,1.91E-09,0,0,Optimal,-1.114112248,8.94E-07,8.94E-07,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,shortfall_40_0.cbf,Optimal,-1.0832168,-1.083217569,2.003145933,2.003377914,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.shortfall_40_0.txt,-1.0832168,5.35E-09,0,0,Optimal,-1.0832168,7.10E-07,7.10E-07,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,classical_50_1.cbf,Optimal,-0.094760225,-0.094760248,5.319980145,5.320273876,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.classical_50_1.txt,-0.094760225,1.68E-08,0,0,Optimal,-0.094760225,2.36E-07,2.36E-07,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,classical_40_0.cbf,Optimal,-0.081521061,-0.081521075,1.150766134,1.150986195,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.classical_40_0.txt,-0.081521061,1.14E-09,0,0,Optimal,-0.081521061,1.71E-07,1.71E-07,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,shortfall_50_0.cbf,Optimal,-1.095423587,-1.095423734,35.34442806,35.34474397,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.shortfall_50_0.txt,-1.095423587,6.72E-10,0,0,Optimal,-1.095423587,1.34E-07,1.34E-07,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,classical_50_2.cbf,Optimal,-0.090527973,-0.090527984,4.188270092,4.188576221,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.classical_50_2.txt,-0.090527973,4.03E-09,0,0,Optimal,-0.090527973,1.18E-07,1.18E-07,1.00E+00,,,
PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK,uflquad-psc-30-300.cbf,Optimal,760.3500405,760.3496393,331.618392,331.661346,PAJ_PRAS_MSD_CPLEX_tols_0GAP_MOSEK.uflquad-psc-30-300.txt,760.3500405,6.25E-10,0,0,Optimal,760.3497003,5.28E-07,8.03E-08,1.52E-01,,,
