#SOLVERNAME# PAJ_CPLEX_MOSEK_dualonlynoscale
#SOLVER# Pajarito.PajaritoSolver(3,3600.0,1.0e-5,false,CPLEX.CplexSolver(Any[(:CPX_PARAM_THREADS,1),(:CPX_PARAM_SCRIND,0),(:CPX_PARAM_EPINT,1.0e-8),(:CPX_PARAM_EPRHS,1.0e-7),(:CPX_PARAM_EPGAP,0.0)]),Pajarito.UnsetSolver(),0,false,true,Mosek.MosekMathProgSolverInterface.MosekSolver(Any[(:LOG,0),(:NUM_THREADS,1)]),true,true,false,false,true,false,false,true,false,true,true,true,true,false,false,10.0,false,false,false,false,1.0e-10,1.0e-7)
#INSTANCE# clay0304m.cbf.gz
#TIMELIMIT# 3600.0

Problem dimensions:
       variables |       153
     constraints |       591
   nonzeros in A |       725

Cones summary:
Cone             | Count     | Min dim.  | Max dim. 
    Second order |        96 |         3 |         3

Variable types:
      continuous |       117
         integer |        36

Transforming data...               0.00s

Creating conic subproblem...       0.00s

Building MIP model...              0.01s

Solving conic relaxation...        0.01s
 - Relaxation status    =        Optimal
 - Relaxation objective =       0.000007

Starting iterative algorithm

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   85 |           +Inf |  +3.783828e+04 |         Inf |   1.163e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   86 |           +Inf |  +3.783828e+04 |         Inf |   1.181e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   87 |           +Inf |  +3.783828e+04 |         Inf |   1.202e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   88 |           +Inf |  +3.783828e+04 |         Inf |   1.216e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   89 |           +Inf |  +3.783828e+04 |         Inf |   1.229e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   90 |           +Inf |  +3.783828e+04 |         Inf |   1.246e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   91 |           +Inf |  +3.783828e+04 |         Inf |   1.262e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   92 |           +Inf |  +3.783828e+04 |         Inf |   1.276e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   93 |           +Inf |  +3.783828e+04 |         Inf |   1.294e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   94 |           +Inf |  +3.783828e+04 |         Inf |   1.308e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   95 |           +Inf |  +3.783828e+04 |         Inf |   1.322e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   96 |           +Inf |  +3.783828e+04 |         Inf |   1.335e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   97 |           +Inf |  +3.783828e+04 |         Inf |   1.348e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   98 |           +Inf |  +3.783828e+04 |         Inf |   1.365e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   99 |           +Inf |  +3.783828e+04 |         Inf |   1.381e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  100 |           +Inf |  +3.783828e+04 |         Inf |   1.399e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  101 |           +Inf |  +3.783828e+04 |         Inf |   1.415e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  102 |           +Inf |  +3.783828e+04 |         Inf |   1.436e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  103 |           +Inf |  +3.783828e+04 |         Inf |   1.451e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  104 |           +Inf |  +3.783828e+04 |         Inf |   1.467e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  105 |           +Inf |  +3.783828e+04 |         Inf |   1.480e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  106 |           +Inf |  +3.783828e+04 |         Inf |   1.496e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  107 |           +Inf |  +3.783828e+04 |         Inf |   1.513e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  108 |           +Inf |  +3.783828e+04 |         Inf |   1.532e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  109 |           +Inf |  +3.783828e+04 |         Inf |   1.549e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  110 |           +Inf |  +3.783828e+04 |         Inf |   1.564e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  111 |           +Inf |  +3.783828e+04 |         Inf |   1.585e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  112 |           +Inf |  +3.783828e+04 |         Inf |   1.600e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  113 |           +Inf |  +3.783828e+04 |         Inf |   1.613e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  114 |           +Inf |  +3.783828e+04 |         Inf |   1.628e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  115 |           +Inf |  +3.783828e+04 |         Inf |   1.640e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  116 |           +Inf |  +3.783828e+04 |         Inf |   1.662e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  117 |           +Inf |  +3.783828e+04 |         Inf |   1.682e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  118 |           +Inf |  +3.783828e+04 |         Inf |   1.696e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  119 |           +Inf |  +3.783828e+04 |         Inf |   1.710e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  120 |           +Inf |  +3.783828e+04 |         Inf |   1.722e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  121 |           +Inf |  +3.783828e+04 |         Inf |   1.741e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  122 |           +Inf |  +3.783828e+04 |         Inf |   1.759e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  123 |           +Inf |  +3.783828e+04 |         Inf |   1.775e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  124 |           +Inf |  +3.783828e+04 |         Inf |   1.790e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  125 |           +Inf |  +3.783828e+04 |         Inf |   1.806e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  126 |           +Inf |  +3.783828e+04 |         Inf |   1.821e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  127 |           +Inf |  +3.783828e+04 |         Inf |   1.837e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  128 |           +Inf |  +3.783828e+04 |         Inf |   1.851e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  129 |           +Inf |  +3.783828e+04 |         Inf |   1.870e+02

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
  130 |           +Inf |  +3.783828e+04 |         Inf |   1.888e+02
WARNING: No violated cuts were added on repeated integer solution (try using prim_cuts_assist = true)

Iterative algorithm summary:
 - Status               =    CutsFailure
 - Best feasible        =           +Inf
 - Best bound           =  +3.783828e+04
 - Relative opt. gap    =            NaN
 - Total time (s)       =       1.90e+02

Timers (s):
 - Setup                =   1.28e-02
 -- Transform data      =   3.71e-04
 -- Create conic data   =   2.41e-03
 -- Create MIP data     =   1.00e-02
 - Algorithm            =   1.90e+02
 -- Solve relaxation    =   6.80e-03
 -- Get relaxation cuts =   2.75e-04
 -- Solve MIP models    =   1.90e+02
 -- Solve subproblems   =   5.66e-01
 -- Get subproblem cuts =   1.71e-01
 -- Get primal cuts     =   4.11e-05

Counters:
 - Iterations           =   131
 -- Integer repeats     =     1
 -- Conic subproblems   =   130
 --- Infeasible         =   130
 --- Optimal            =     0
 --- Suboptimal         =     0
 --- UserLimit          =     0
 --- ConicFailure       =     0
 --- Other status       =     0
 -- Feasible solutions  =     0
 --- From subproblems   =     0
 --- From MIP solve     =     0

Solution returned by MIP solver

Outer-approximation cuts added:
Cone             | Relax.    | Violated  | Nonviol. 
    Second order |       192 |      7924 |     17036

0 numerically unstable cone duals encountered

#STATUS# CutsFailure
#OBJVAL# Inf
#OBJBOUND# 37838.27866119125
#TIMESOLVER# 190.48916697502136
#TIMEALL# 190.49111604690552
#SOLUTION# [NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN]
