#SOLVERNAME# PAJ_CPLEX_MOSEK_subponly_noinit_nopreslv
#SOLVER# Pajarito.PajaritoSolver(3, 3600.0, 1.0e-5, false, CPLEX.CplexSolver(Any[(:CPX_PARAM_THREADS, 1), (:CPX_PARAM_SCRIND, 0), (:CPX_PARAM_EPINT, 1.0e-9), (:CPX_PARAM_EPRHS, 1.0e-8), (:CPX_PARAM_EPGAP, 0.0), (:CPX_PARAM_PREIND, 0)]), Pajarito.UnsetSolver(), 0, false, true, Mosek.MosekSolver(Any[(:LOG, 0), (:NUM_THREADS, 1), (:MSK_DPAR_INTPNT_CO_TOL_REL_GAP, 1.0e-10), (:MSK_DPAR_INTPNT_CO_TOL_PFEAS, 1.0e-10), (:MSK_DPAR_INTPNT_CO_TOL_DFEAS, 1.0e-10), (:MSK_DPAR_INTPNT_CO_TOL_NEAR_REL, 1000.0)]), true, true, false, false, true, false, false, true, false, false, false, false, false, false, true, 10.0, false, false, false, false, 1.0e-12, 1.0e-8, false, "")
#INSTANCE# expdesign_E_16_8.cbf.gz
#TIMELIMIT# 3600.0

Problem dimensions:
       variables |      82
     constraints |     162
   nonzeros in A |    1238

Cones summary:
Cone             | Count   | Min dim.  | Max dim. 
   Pos. semidef. |       1 |       8^2 |       8^2

Variable types:
      continuous |      66
         integer |      16

Transforming data...               0.00s

Creating conic subproblem...       0.00s

Building MIP model...              0.00s

Solving conic relaxation...        0.01s
 - Relaxation status    =        Optimal
 - Relaxation bound     =      -0.211806

Starting iterative algorithm

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   11 |  -1.732327e-01 |  -2.088856e-01 |   2.058e-01 |   2.134e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   12 |  -1.892544e-01 |  -2.087944e-01 |   1.032e-01 |   2.227e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   13 |  -1.892544e-01 |  -2.080576e-01 |   9.935e-02 |   2.347e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   14 |  -1.892544e-01 |  -2.078430e-01 |   9.821e-02 |   2.567e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   15 |  -1.892544e-01 |  -2.076818e-01 |   9.736e-02 |   2.851e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   16 |  -1.892544e-01 |  -2.074761e-01 |   9.628e-02 |   3.014e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   17 |  -1.950273e-01 |  -2.072427e-01 |   6.263e-02 |   3.443e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   18 |  -1.950273e-01 |  -2.071169e-01 |   6.199e-02 |   3.760e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   19 |  -1.950273e-01 |  -2.069167e-01 |   6.096e-02 |   4.160e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   20 |  -1.950273e-01 |  -2.065881e-01 |   5.927e-02 |   4.602e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   21 |  -1.950273e-01 |  -2.065651e-01 |   5.916e-02 |   5.035e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   22 |  -1.964196e-01 |  -2.064628e-01 |   5.113e-02 |   5.562e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   23 |  -1.964196e-01 |  -2.062826e-01 |   5.021e-02 |   5.951e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   24 |  -1.964196e-01 |  -2.062628e-01 |   5.011e-02 |   6.519e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   25 |  -1.964196e-01 |  -2.061238e-01 |   4.940e-02 |   7.130e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   26 |  -1.964196e-01 |  -2.057087e-01 |   4.729e-02 |   7.483e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   27 |  -1.964196e-01 |  -2.050430e-01 |   4.390e-02 |   7.867e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   28 |  -1.964196e-01 |  -2.047348e-01 |   4.233e-02 |   8.326e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   29 |  -1.964196e-01 |  -2.045904e-01 |   4.160e-02 |   8.904e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   30 |  -1.964196e-01 |  -2.044329e-01 |   4.080e-02 |   9.326e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   31 |  -1.964196e-01 |  -2.043794e-01 |   4.052e-02 |   9.899e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   32 |  -1.964196e-01 |  -2.043434e-01 |   4.034e-02 |   1.053e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   33 |  -1.964196e-01 |  -2.042578e-01 |   3.990e-02 |   1.113e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   34 |  -1.964196e-01 |  -2.042571e-01 |   3.990e-02 |   1.164e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   35 |  -1.964196e-01 |  -2.037691e-01 |   3.742e-02 |   1.221e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   36 |  -1.964196e-01 |  -2.036894e-01 |   3.701e-02 |   1.275e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   37 |  -1.964196e-01 |  -2.036627e-01 |   3.687e-02 |   1.331e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   38 |  -1.976945e-01 |  -2.036229e-01 |   2.999e-02 |   1.380e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   39 |  -1.976945e-01 |  -2.035397e-01 |   2.957e-02 |   1.429e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   40 |  -1.976945e-01 |  -2.032358e-01 |   2.803e-02 |   1.495e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   41 |  -1.991785e-01 |  -2.028422e-01 |   1.839e-02 |   1.554e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   42 |  -1.991785e-01 |  -2.026716e-01 |   1.754e-02 |   1.611e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   43 |  -1.991785e-01 |  -2.026222e-01 |   1.729e-02 |   1.673e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   44 |  -1.991785e-01 |  -2.025976e-01 |   1.717e-02 |   1.743e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   45 |  -1.991785e-01 |  -2.025823e-01 |   1.709e-02 |   1.810e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   46 |  -1.991785e-01 |  -2.025377e-01 |   1.686e-02 |   1.854e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   47 |  -1.991785e-01 |  -2.024583e-01 |   1.647e-02 |   1.902e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   48 |  -1.991785e-01 |  -2.024406e-01 |   1.638e-02 |   1.954e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   49 |  -1.991785e-01 |  -2.024008e-01 |   1.618e-02 |   2.027e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   50 |  -1.991785e-01 |  -2.020820e-01 |   1.458e-02 |   2.085e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   51 |  -1.991785e-01 |  -2.020441e-01 |   1.439e-02 |   2.157e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   52 |  -1.991785e-01 |  -2.016427e-01 |   1.237e-02 |   2.217e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   53 |  -1.991785e-01 |  -2.015242e-01 |   1.178e-02 |   2.294e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   54 |  -1.991785e-01 |  -2.015187e-01 |   1.175e-02 |   2.349e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   55 |  -1.991785e-01 |  -2.014991e-01 |   1.165e-02 |   2.397e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   56 |  -1.991785e-01 |  -2.013551e-01 |   1.093e-02 |   2.466e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   57 |  -1.991785e-01 |  -2.012882e-01 |   1.059e-02 |   2.532e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   58 |  -1.991785e-01 |  -2.011139e-01 |   9.716e-03 |   2.614e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   59 |  -1.991785e-01 |  -2.010440e-01 |   9.365e-03 |   2.698e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   60 |  -1.992340e-01 |  -2.007855e-01 |   7.787e-03 |   2.769e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   61 |  -1.992340e-01 |  -2.006486e-01 |   7.100e-03 |   2.860e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   62 |  -1.992340e-01 |  -2.004664e-01 |   6.185e-03 |   2.955e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   63 |  -1.992340e-01 |  -2.004128e-01 |   5.916e-03 |   3.027e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   64 |  -1.992340e-01 |  -2.002540e-01 |   5.119e-03 |   3.099e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   65 |  -1.992340e-01 |  -2.002428e-01 |   5.063e-03 |   3.168e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   66 |  -1.992340e-01 |  -2.002103e-01 |   4.900e-03 |   3.239e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   67 |  -1.992340e-01 |  -2.001466e-01 |   4.580e-03 |   3.306e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   68 |  -1.992340e-01 |  -2.001407e-01 |   4.551e-03 |   3.395e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   69 |  -1.992340e-01 |  -1.996392e-01 |   2.034e-03 |   3.470e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   70 |  -1.992340e-01 |  -1.995576e-01 |   1.624e-03 |   3.553e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   71 |  -1.992340e-01 |  -1.994928e-01 |   1.299e-03 |   3.624e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   72 |  -1.992340e-01 |  -1.994807e-01 |   1.238e-03 |   3.702e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   73 |  -1.992340e-01 |  -1.993194e-01 |   4.284e-04 |   3.781e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   74 |  -1.992340e-01 |  -1.992340e-01 |   0.000e+00 |   3.862e+01

Iterative algorithm summary:
 - Status               =        Optimal
 - Best feasible        =  -1.992340e-01
 - Best bound           =  -1.992340e-01
 - Relative opt. gap    =      0.000e+00
 - Total time (s)       =       3.86e+01

Timers (s):
 - Setup                =   1.47e-03
 -- Transform data      =   1.65e-04
 -- Create conic data   =   8.28e-04
 -- Create MIP data     =   4.80e-04
 - Algorithm            =   3.86e+01
 -- Solve relaxation    =   6.61e-03
 -- Get relaxation cuts =   2.54e-04
 -- Solve MIP models    =   3.84e+01
 -- Solve subproblems   =   1.45e-01
 -- Get subproblem cuts =   2.61e-02
 -- Get separation cuts =   3.19e-03

Counters:
 - Iterations           =    74
 -- Integer repeats     =     0
 -- Conic subproblems   =    74
 --- Infeasible         =     0
 --- Optimal            =    74
 --- Suboptimal         =     0
 --- UserLimit          =     0
 --- ConicFailure       =     0
 --- Other status       =     0
 -- Feasible solutions  =    75
 --- From subproblems   =    74
 --- From MIP solve     =     1

Solution returned by MIP solver

Rounds of full separation/subproblem cuts, and count of cuts added:
Cone             | Subp.  | Sep.   | Total  | Relax. | Viol. 
   Pos. semidef. |     75 |      0 |    215 |      4 |     75

Distance to feasibility (negative indicates strict feasibility):
Cone             | Variable  | Constraint
          Linear |        NA |  2.78e-16
   Pos. semidef. |        NA |  6.46e-17

Distance to integrality of integer/binary variables:
         integer |  0.00e+00

#STATUS# Optimal
#OBJVAL# -0.19923400624937196
#OBJBOUND# -0.19923400624937196
#NODECOUNT# NaN
#TIMESOLVER# 38.62006616592407
#TIMEALL# 38.62040305137634
#SOLUTION# [0.19923400624937196,0.19923400624937196,0.332077013067918,-0.26599254893219143,-0.25084231685044683,0.2375653236009617,-0.07028053695644725,-0.23767560597526782,0.11800665371951946,-0.2649401837959725,-0.26599254893219143,1.1892299821489392,0.39400901188351667,-0.1629345125853999,0.23209055175100693,0.19171755110788824,-0.2932791051106003,0.6600308802746491,-0.25084231685044683,0.39400901188351667,0.910820537083126,-0.3973422292764499,-0.10747770548980311,0.40526785838346147,0.022911216589508246,0.6465241676125992,0.23756532360096172,-0.16293451258539984,-0.3973422292764499,1.4536074033221347,-0.309430724280501,-0.557727171484373,0.5292471603692798,-0.16849173974367526,-0.07028053695644726,0.23209055175100693,-0.10747770548980311,-0.309430724280501,0.6674052133405011,0.0713395263255431,-0.2973386561986206,-0.11625766923922781,-0.23767560597526782,0.19171755110788824,0.4052678583834616,-0.557727171484373,0.07133952632554319,1.0592909478116725,-0.2693952276338927,0.4663467441750177,0.11800665371951946,-0.2932791051106003,0.022911216589508246,0.5292471603692798,-0.2973386561986206,-0.2693952276338926,0.7910335458585206,-0.08075733269062804,-0.26494018379597256,0.6600308802746491,0.6465241676125992,-0.1684917397436753,-0.11625766923922778,0.4663467441750177,-0.08075733269062807,1.0671335571067666,3.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,5.0,0.0,2.0,2.0]
