#SOLVERNAME# PAJ_CPLEX_sep
#SOLVER# Pajarito.PajaritoSolver(3, 3600.0, 1.0e-5, false, CPLEX.CplexSolver(Any[(:CPX_PARAM_THREADS, 1), (:CPX_PARAM_SCRIND, 0), (:CPX_PARAM_EPINT, 1.0e-9), (:CPX_PARAM_EPRHS, 1.0e-8), (:CPX_PARAM_EPGAP, 0.0)]), Pajarito.UnsetSolver(), 0, false, true, Pajarito.UnsetSolver(), false, false, false, false, true, false, false, true, false, true, true, true, true, false, true, 10.0, false, true, false, true, 1.0e-12, 1.0e-8, false, "")
#INSTANCE# port_12_9_3_b_1.cbf.gz
#TIMELIMIT# 3600.0

Problem dimensions:
       variables |      91
     constraints |     170
   nonzeros in A |     454

Cones summary:
Cone             | Count   | Min dim.  | Max dim. 
    Second order |       1 |        13 |        13
   Primal expon. |      18 |         3 |         3
   Pos. semidef. |       1 |       7^2 |       7^2

Variable types:
      continuous |      67
         integer |      24

Transforming data...               0.00s

Building MIP model...              0.00s

Starting iterative algorithm

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   19 |           +Inf |  -3.558242e-02 |         Inf |   4.741e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   20 |           +Inf |  -3.547483e-02 |         Inf |   5.390e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   21 |           +Inf |  -3.519376e-02 |         Inf |   5.994e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   22 |           +Inf |  -3.509838e-02 |         Inf |   6.655e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   23 |           +Inf |  -3.485979e-02 |         Inf |   7.383e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   24 |           +Inf |  -3.483619e-02 |         Inf |   8.073e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   25 |           +Inf |  -3.483096e-02 |         Inf |   8.830e+00

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   26 |           +Inf |  -3.481007e-02 |         Inf |   1.091e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   27 |           +Inf |  -3.476604e-02 |         Inf |   1.262e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   28 |           +Inf |  -3.475540e-02 |         Inf |   1.480e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   29 |           +Inf |  -3.472545e-02 |         Inf |   1.543e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   30 |           +Inf |  -3.472226e-02 |         Inf |   1.638e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   31 |           +Inf |  -3.471747e-02 |         Inf |   1.742e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   32 |           +Inf |  -3.471058e-02 |         Inf |   1.839e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   33 |           +Inf |  -3.471058e-02 |         Inf |   1.941e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   34 |           +Inf |  -3.470928e-02 |         Inf |   2.056e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   35 |           +Inf |  -3.470722e-02 |         Inf |   2.151e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   36 |           +Inf |  -3.470587e-02 |         Inf |   2.246e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   37 |           +Inf |  -3.470566e-02 |         Inf |   2.334e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   38 |           +Inf |  -3.470543e-02 |         Inf |   2.423e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   39 |           +Inf |  -3.470537e-02 |         Inf |   2.524e+01

Iter. | Best feasible  | Best bound     | Rel. gap    | Time (s)   
   40 |  -3.470531e-02 |  -3.470531e-02 |   0.000e+00 |   2.635e+01

Iterative algorithm summary:
 - Status               =        Optimal
 - Best feasible        =  -3.470531e-02
 - Best bound           =  -3.470531e-02
 - Relative opt. gap    =      0.000e+00
 - Total time (s)       =       2.64e+01

Timers (s):
 - Setup                =   5.77e-04
 -- Transform data      =   1.29e-04
 -- Create conic data   =   0.00e+00
 -- Create MIP data     =   4.47e-04
 - Algorithm            =   2.64e+01
 -- Solve relaxation    =   0.00e+00
 -- Get relaxation cuts =   0.00e+00
 -- Solve MIP models    =   2.63e+01
 -- Solve subproblems   =   0.00e+00
 -- Get subproblem cuts =   0.00e+00
 -- Get separation cuts =   9.65e-03

Counters:
 - Iterations           =    40
 -- Integer repeats     =     0
 -- Conic subproblems   =     0
 -- Feasible solutions  =     1
 --- From subproblems   =     0
 --- From MIP solve     =     1

Solution returned by MIP solver

Rounds of full separation/subproblem cuts, and count of cuts added:
Cone             | Subp.  | Sep.   | Total  | Relax. | Viol. 
    Second order |      0 |     17 |    204 |      0 |    161
   Primal expon. |      0 |    318 |    318 |      0 |    318
   Pos. semidef. |      0 |     33 |     33 |      0 |     33

0 numerically unstable disaggregated SOC cuts

Distance to feasibility (negative indicates strict feasibility):
Cone             | Variable  | Constraint
          Linear |  0.00e+00 |  4.12e-18
    Second order |        NA |  8.36e-09
   Primal expon. |        NA |  9.90e-09
   Pos. semidef. |        NA |  9.94e-07

Distance to integrality of integer/binary variables:
         integer |  0.00e+00

#STATUS# Optimal
#OBJVAL# -0.0347053101579596
#OBJBOUND# -0.0347053101579596
#NODECOUNT# NaN
#TIMESOLVER# 26.354662895202637
#TIMEALL# 26.35510015487671
#SOLUTION# [0.07843618830675682,0.05463549915012337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08578193451093996,0.0,0.0,0.06471990370945341,0.02824384689198421,0.06474195035047084,0.0,-0.0,-0.0,1.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,8.592353515453466,0.03036209813863522,0.02441693571870185,0.001005964959355702,0.005666102288416221,0.0013223640826753977,0.0010231047458615179,0.003461291901381494,0.001203069147197424,0.00228464752316974,0.0022899638185085204,0.004486844546764455,0.0014218315968611802,0.0016058669773730372,0.0014337330057224312,0.001797453748406028,0.0009424866072936854,0.0004207366968520072,0.03297951609471268,0.0016140022812118498,0.0022996523892302527,0.02225644799152988,0.020297303675417797,0.02154575434449486,0.0013516211943504605,0.00160714577812477,0.0014347602524914732,0.0017990606475431024,0.0009429298632568962,0.0004208229424230513,0.03351745513291557,0.0016153020064875213,0.002302294409719905,0.022502297853357014,-0.0016045795886678652,-0.0014327047762933774,-0.0017958449791215451,-0.0009420430747963876,-0.0004206504322197718,-0.03242961542040291,-0.001612701158822117,-0.0022970063148078507,-0.022006923141187483]
