WARNING: Method definition require(Symbol) in module Base at loading.jl:345 overwritten in module ConicBenchmarkUtilities at /home/ubuntu/.julia/v0.5/Requires/src/require.jl:12.
WARNING: Base.ASCIIString is deprecated, use String instead.
  likely near /home/ubuntu/run.jl:185
WARNING: Base.ASCIIString is deprecated, use String instead.
  likely near /home/ubuntu/run.jl:185
WARNING: Base.ASCIIString is deprecated, use String instead.
  likely near /home/ubuntu/run.jl:185
WARNING: Base.ASCIIString is deprecated, use String instead.
  likely near /home/ubuntu/run.jl:185
#SOLVERNAME# MOSEK_MISOCP
#SOLVER# Mosek.MosekMathProgSolverInterface.MosekSolver(Any[(:LOG,1),(:NUM_THREADS,1),(:OPTIMIZER_MAX_TIME,3600.0),(:MIO_TOL_REL_GAP,1.0e-5)])
#FILENAME# 50_0_5_w.cbf.gz
#INSTANCE# 50_0_5_w
#TIMELIMIT# 3600.0
Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : CONIC (conic optimization problem)
  Constraints            : 20267           
  Cones                  : 1200            
  Scalar variables       : 10800           
  Matrix variables       : 0               
  Integer variables      : 1200            

Optimizer started.
Mixed integer optimizer started.
Threads used: 1
Presolve started.
Presolve terminated. Time = 0.45
Presolved problem: 5591 variables, 11069 constraints, 55662 non-zeros
Presolved problem: 0 general integer, 1143 binary, 4448 continuous
Clique table size: 418
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
286      289      287      280      1.0323964990e+07     9.8823221281e+06     4.28        175.8 
305      308      306      299      1.0323964990e+07     9.8823221281e+06     4.28        183.4 
324      327      325      318      1.0323964990e+07     9.8823221281e+06     4.28        190.7 
343      346      344      337      1.0323964990e+07     9.8823221281e+06     4.28        197.6 
356      359      357      350      1.0042680845e+07     9.8823221281e+06     1.60        204.5 
376      379      377      370      1.0042680845e+07     9.8823221281e+06     1.60        211.4 
396      399      393      388      1.0025330979e+07     9.8823221281e+06     1.43        218.2 
416      418      407      301      1.0024476185e+07     9.8828608351e+06     1.41        225.0 
434      436      425      310      1.0024476185e+07     9.8843576514e+06     1.40        233.4 
452      454      443      317      1.0024476185e+07     9.8852219641e+06     1.39        241.5 
470      472      461      324      1.0024476185e+07     9.8855605617e+06     1.39        249.5 
488      490      479      331      1.0024476185e+07     9.8861202941e+06     1.38        257.6 
506      508      497      338      1.0024476185e+07     9.8863705156e+06     1.38        265.7 
525      527      516      345      1.0024476185e+07     9.8867824135e+06     1.37        273.9 
543      545      534      353      1.0024476185e+07     9.8870885315e+06     1.37        281.7 
562      564      553      360      1.0024476185e+07     9.8872023258e+06     1.37        289.8 
581      583      572      367      1.0024476185e+07     9.8876148044e+06     1.37        297.9 
600      602      591      375      1.0024476185e+07     9.8877878365e+06     1.36        305.8 
619      621      610      382      1.0024476185e+07     9.8878936233e+06     1.36        313.6 
638      640      629      390      1.0024476185e+07     9.8880724805e+06     1.36        321.4 
657      659      648      397      1.0024476185e+07     9.8882142039e+06     1.36        329.0 
676      678      667      405      1.0024476185e+07     9.8886074235e+06     1.36        336.7 
695      697      686      412      1.0024476185e+07     9.8888110330e+06     1.35        344.4 
714      716      705      420      1.0024476185e+07     9.8891121889e+06     1.35        351.9 
730      732      721      7        1.0014858062e+07     9.8891979031e+06     1.25        359.0 
750      752      741      434      1.0014858062e+07     9.8893136726e+06     1.25        366.7 
770      772      759      442      1.0014858062e+07     9.8893685994e+06     1.25        374.1 
816      789      741      10       1.0010086814e+07     9.8896446058e+06     1.20        383.7 
832      805      757      26       1.0010086814e+07     9.8896446058e+06     1.20        394.2 
848      821      773      42       1.0010086814e+07     9.8896446058e+06     1.20        404.7 
865      838      790      59       1.0010086814e+07     9.8896446058e+06     1.20        414.9 
883      856      808      77       1.0010086814e+07     9.8896446058e+06     1.20        424.6 
901      874      826      95       1.0010086814e+07     9.8896446058e+06     1.20        434.1 
919      892      844      113      1.0010086814e+07     9.8896446058e+06     1.20        443.6 
937      910      862      131      1.0010086814e+07     9.8896446058e+06     1.20        453.1 
954      927      879      148      1.0010086814e+07     9.8896446058e+06     1.20        462.0 
972      945      897      166      1.0010086814e+07     9.8896446058e+06     1.20        470.9 
991      964      912      106      1.0010086814e+07     9.8896446058e+06     1.20        479.3 
1008     981      929      114      1.0010086814e+07     9.8897791812e+06     1.20        489.2 
1025     998      946      119      1.0010086814e+07     9.8900110110e+06     1.20        498.7 
1042     1015     963      124      1.0010086814e+07     9.8900986680e+06     1.20        508.1 
1060     1033     981      133      1.0010086814e+07     9.8902874349e+06     1.20        517.9 
1078     1051     997      141      1.0010086814e+07     9.8905606747e+06     1.19        527.8 
1094     1067     1013     8        1.0010086814e+07     9.8906141048e+06     1.19        537.5 
1112     1085     1031     144      1.0010086814e+07     9.8908388159e+06     1.19        547.2 
1130     1103     1049     146      1.0010086814e+07     9.8908988774e+06     1.19        557.0 
1148     1121     1067     146      1.0010086814e+07     9.8909386361e+06     1.19        566.6 
1165     1138     1084     145      1.0010086814e+07     9.8910185337e+06     1.19        575.9 
1183     1156     1100     139      1.0010086814e+07     9.8910718651e+06     1.19        585.3 
1201     1174     1118     104      1.0010086814e+07     9.8912632894e+06     1.19        595.1 
1219     1192     1136     103      1.0010086814e+07     9.8914885072e+06     1.18        604.9 
1237     1210     1154     147      1.0010086814e+07     9.8915852261e+06     1.18        614.8 
1254     1227     1171     119      1.0010086814e+07     9.8918974186e+06     1.18        624.3 
1271     1244     1188     134      1.0010086814e+07     9.8919251790e+06     1.18        633.7 
1289     1262     1204     139      1.0010086814e+07     9.8920758326e+06     1.18        643.3 
1308     1281     1223     158      1.0010086814e+07     9.8920758326e+06     1.18        651.5 
1326     1299     1235     142      1.0010086814e+07     9.8921353271e+06     1.18        659.8 
1344     1316     1249     159      1.0010086814e+07     9.8921497786e+06     1.18        669.5 
1361     1333     1266     124      1.0010086814e+07     9.8922231679e+06     1.18        679.0 
1378     1350     1283     125      1.0010086814e+07     9.8923974918e+06     1.18        688.6 
1395     1367     1300     144      1.0010086814e+07     9.8924406402e+06     1.18        698.1 
1412     1384     1317     145      1.0010086814e+07     9.8926993637e+06     1.17        707.6 
1428     1400     1333     15       1.0010086814e+07     9.8927714927e+06     1.17        717.7 
1445     1417     1350     96       1.0010086814e+07     9.8928030187e+06     1.17        727.1 
1462     1434     1367     102      1.0010086814e+07     9.8928906375e+06     1.17        736.6 
1480     1452     1385     108      1.0010086814e+07     9.8929732457e+06     1.17        746.2 
1498     1470     1403     111      1.0010086814e+07     9.8930074356e+06     1.17        755.7 
1516     1488     1421     110      1.0010086814e+07     9.8930474116e+06     1.17        765.3 
1534     1506     1439     138      1.0010086814e+07     9.8931026429e+06     1.17        774.4 
1553     1525     1458     157      1.0010086814e+07     9.8931026429e+06     1.17        782.1 
1572     1544     1473     135      1.0010086814e+07     9.8931327992e+06     1.17        791.0 
1590     1562     1491     139      1.0010086814e+07     9.8931510607e+06     1.17        800.6 
1608     1580     1509     142      1.0010086814e+07     9.8932788684e+06     1.17        810.1 
1626     1598     1527     137      1.0010086814e+07     9.8933335765e+06     1.17        819.7 
1644     1616     1545     136      1.0010086814e+07     9.8934590683e+06     1.17        829.5 
1662     1634     1563     136      1.0010086814e+07     9.8934958834e+06     1.16        839.1 
1679     1651     1580     107      1.0010086814e+07     9.8936047773e+06     1.16        848.4 
1696     1668     1597     114      1.0010086814e+07     9.8936712830e+06     1.16        857.9 
1714     1686     1615     117      1.0010086814e+07     9.8938298405e+06     1.16        867.8 
1732     1704     1633     122      1.0010086814e+07     9.8938341109e+06     1.16        877.0 
1750     1722     1651     140      1.0010086814e+07     9.8938341109e+06     1.16        885.1 
1769     1741     1670     159      1.0010086814e+07     9.8938341109e+06     1.16        893.3 
1786     1758     1685     175      1.0010086814e+07     9.8938341109e+06     1.16        901.3 
1805     1776     1698     124      1.0010086814e+07     9.8938787711e+06     1.16        910.4 
1823     1794     1716     128      1.0010086814e+07     9.8940281505e+06     1.16        919.9 
1841     1812     1734     129      1.0010086814e+07     9.8940723491e+06     1.16        929.4 
1859     1830     1752     128      1.0010086814e+07     9.8941026974e+06     1.16        938.8 
1878     1848     1769     118      1.0010086814e+07     9.8942363128e+06     1.16        948.3 
1897     1866     1786     132      1.0010086814e+07     9.8942909709e+06     1.16        958.0 
1914     1883     1803     95       1.0010086814e+07     9.8943445798e+06     1.16        967.4 
1931     1900     1820     102      1.0010086814e+07     9.8943557198e+06     1.16        976.9 
1949     1918     1838     119      1.0010086814e+07     9.8943557198e+06     1.16        985.4 
1968     1936     1851     109      1.0010086814e+07     9.8943985768e+06     1.16        994.3 
1986     1954     1869     112      1.0010086814e+07     9.8944284869e+06     1.16        1003.9
2004     1972     1887     115      1.0010086814e+07     9.8944742636e+06     1.15        1013.4
2022     1990     1905     123      1.0010086814e+07     9.8945205800e+06     1.15        1022.9
2039     2007     1922     130      1.0010086814e+07     9.8945613471e+06     1.15        1032.3
2056     2024     1939     136      1.0010086814e+07     9.8946549242e+06     1.15        1041.8
2073     2041     1956     143      1.0010086814e+07     9.8946775303e+06     1.15        1051.2
2089     2057     1972     22       1.0010086814e+07     9.8946838912e+06     1.15        1061.9
2105     2073     1988     38       1.0010086814e+07     9.8946838912e+06     1.15        1073.3
2120     2088     2003     53       1.0010086814e+07     9.8946838912e+06     1.15        1084.3
2136     2104     2019     69       1.0010086814e+07     9.8946838912e+06     1.15        1094.3
2153     2121     2036     86       1.0010086814e+07     9.8946838912e+06     1.15        1104.2
2171     2139     2054     104      1.0010086814e+07     9.8946838912e+06     1.15        1113.8
2189     2157     2072     122      1.0010086814e+07     9.8946838912e+06     1.15        1122.5
2207     2175     2086     137      1.0010086814e+07     9.8946996007e+06     1.15        1131.3
2224     2192     2103     137      1.0010086814e+07     9.8947476940e+06     1.15        1140.7
2241     2209     2120     146      1.0010086814e+07     9.8947733095e+06     1.15        1149.9
2258     2226     2137     143      1.0010086814e+07     9.8948272142e+06     1.15        1159.1
2275     2243     2154     142      1.0010086814e+07     9.8948297894e+06     1.15        1168.3
2292     2260     2171     144      1.0010086814e+07     9.8948816510e+06     1.15        1177.5
2310     2278     2189     130      1.0010086814e+07     9.8948956240e+06     1.15        1187.0
2328     2296     2207     142      1.0010086814e+07     9.8949363644e+06     1.15        1195.9
2347     2315     2226     161      1.0010086814e+07     9.8949363644e+06     1.15        1204.3
2365     2333     2240     137      1.0010086814e+07     9.8949545203e+06     1.15        1212.9
2383     2351     2258     140      1.0010086814e+07     9.8949752704e+06     1.15        1222.4
2401     2369     2276     147      1.0010086814e+07     9.8949879057e+06     1.15        1232.0
2419     2387     2294     133      1.0010086814e+07     9.8950524220e+06     1.15        1241.3
2437     2405     2312     149      1.0010086814e+07     9.8950680402e+06     1.15        1250.6
2455     2423     2330     151      1.0010086814e+07     9.8951043399e+06     1.15        1260.1
2472     2440     2347     159      1.0010086814e+07     9.8951167362e+06     1.15        1269.2
2491     2458     2362     142      1.0010086814e+07     9.8951363044e+06     1.15        1278.4
2509     2476     2380     135      1.0010086814e+07     9.8951663389e+06     1.15        1287.7
2527     2494     2398     137      1.0010086814e+07     9.8952209487e+06     1.15        1297.4
2545     2512     2416     151      1.0010086814e+07     9.8953222446e+06     1.15        1306.7
2562     2529     2433     139      1.0010086814e+07     9.8953590052e+06     1.15        1315.9
2580     2547     2451     146      1.0010086814e+07     9.8953669526e+06     1.15        1325.2
2600     2567     2467     165      1.0010086814e+07     9.8953669526e+06     1.15        1332.8
2618     2585     2485     135      1.0010086814e+07     9.8953895786e+06     1.15        1341.9
2637     2603     2502     136      1.0010086814e+07     9.8954375083e+06     1.15        1351.1
2655     2621     2520     137      1.0010086814e+07     9.8954448371e+06     1.15        1360.6
2672     2638     2537     140      1.0010086814e+07     9.8954975400e+06     1.14        1369.8
2690     2656     2555     148      1.0010086814e+07     9.8955059028e+06     1.14        1379.2
2709     2675     2574     161      1.0010086814e+07     9.8955059028e+06     1.14        1387.7
2731     2697     2590     135      1.0010086814e+07     9.8955087002e+06     1.14        1396.9
2749     2715     2608     121      1.0010086814e+07     9.8955544856e+06     1.14        1406.3
2766     2732     2625     128      1.0010086814e+07     9.8955725380e+06     1.14        1415.7
2784     2750     2643     130      1.0010086814e+07     9.8955883790e+06     1.14        1425.3
2801     2767     2660     132      1.0010086814e+07     9.8956185243e+06     1.14        1434.5
2818     2784     2677     132      1.0010086814e+07     9.8956366221e+06     1.14        1444.3
2838     2804     2697     152      1.0010086814e+07     9.8956366221e+06     1.14        1452.2
2858     2824     2711     131      1.0010086814e+07     9.8956366221e+06     1.14        1459.5
2875     2841     2728     134      1.0010086814e+07     9.8956781455e+06     1.14        1468.8
2893     2859     2746     133      1.0010086814e+07     9.8956951009e+06     1.14        1478.3
2911     2877     2764     139      1.0010086814e+07     9.8957004140e+06     1.14        1487.9
2930     2895     2781     137      1.0010086814e+07     9.8957210024e+06     1.14        1497.0
2948     2913     2799     140      1.0010086814e+07     9.8957479419e+06     1.14        1506.0
2968     2933     2815     127      1.0010086814e+07     9.8957479419e+06     1.14        1514.0
2987     2951     2832     132      1.0010086814e+07     9.8957605726e+06     1.14        1523.3
3005     2969     2850     136      1.0010086814e+07     9.8958051202e+06     1.14        1533.0
3023     2987     2868     137      1.0010086814e+07     9.8958330242e+06     1.14        1542.6
3040     3004     2885     137      1.0010086814e+07     9.8958404168e+06     1.14        1551.8
3059     3023     2904     153      1.0010086814e+07     9.8958444255e+06     1.14        1560.0
3079     3043     2920     137      1.0010086814e+07     9.8958444255e+06     1.14        1568.1
3097     3061     2938     134      1.0010086814e+07     9.8959255627e+06     1.14        1577.9
3115     3079     2956     137      1.0010086814e+07     9.8959362583e+06     1.14        1587.4
3134     3097     2973     132      1.0010086814e+07     9.8959519611e+06     1.14        1596.8
3151     3114     2990     16       1.0010086814e+07     9.8959546535e+06     1.14        1606.2
3167     3130     3006     32       1.0010086814e+07     9.8959546535e+06     1.14        1617.9
3182     3145     3021     47       1.0010086814e+07     9.8959546535e+06     1.14        1629.6
3198     3161     3037     63       1.0010086814e+07     9.8959546535e+06     1.14        1640.1
3215     3178     3054     80       1.0010086814e+07     9.8959546535e+06     1.14        1650.6
3232     3195     3071     97       1.0010086814e+07     9.8959546535e+06     1.14        1660.4
3249     3212     3088     114      1.0010086814e+07     9.8959546535e+06     1.14        1669.3
3267     3230     3100     130      1.0010086814e+07     9.8959546535e+06     1.14        1677.9
3284     3247     3115     89       1.0010086814e+07     9.8959593384e+06     1.14        1687.6
3302     3265     3133     97       1.0010086814e+07     9.8959803509e+06     1.14        1698.0
3320     3283     3151     101      1.0010086814e+07     9.8959893433e+06     1.14        1708.0
3337     3300     3168     109      1.0010086814e+07     9.8960355942e+06     1.14        1717.6
3355     3318     3186     122      1.0010086814e+07     9.8960718927e+06     1.14        1726.9
3374     3337     3205     141      1.0010086814e+07     9.8960718927e+06     1.14        1735.4
3393     3356     3224     160      1.0010086814e+07     9.8960718927e+06     1.14        1743.6
3413     3376     3244     180      1.0010086814e+07     9.8960718927e+06     1.14        1751.9
3433     3396     3264     200      1.0010086814e+07     9.8960718927e+06     1.14        1760.1
3452     3415     3283     219      1.0010086814e+07     9.8960718927e+06     1.14        1767.9
3472     3435     3303     239      1.0010086814e+07     9.8960718927e+06     1.14        1775.9
3491     3454     3322     258      1.0010086814e+07     9.8960718927e+06     1.14        1783.6
3510     3473     3341     277      1.0010086814e+07     9.8960718927e+06     1.14        1791.1
3530     3493     3357     295      1.0010086814e+07     9.8960718927e+06     1.14        1800.4
3550     3512     3367     118      1.0010086814e+07     9.8960838461e+06     1.14        1809.3
3568     3530     3385     118      1.0010086814e+07     9.8961284757e+06     1.14        1819.0
3586     3548     3403     124      1.0010086814e+07     9.8961559392e+06     1.14        1828.5
3604     3566     3421     127      1.0010086814e+07     9.8961869581e+06     1.14        1838.0
3622     3584     3439     129      1.0010086814e+07     9.8962125468e+06     1.14        1847.7
3641     3603     3458     146      1.0010086814e+07     9.8962125468e+06     1.14        1856.3
3660     3622     3477     165      1.0010086814e+07     9.8962125468e+06     1.14        1864.2
3679     3641     3496     184      1.0010086814e+07     9.8962125468e+06     1.14        1872.1
3699     3661     3516     204      1.0010086814e+07     9.8962125468e+06     1.14        1880.2
3719     3681     3536     224      1.0010086814e+07     9.8962125468e+06     1.14        1888.2
3739     3701     3556     244      1.0010086814e+07     9.8962125468e+06     1.14        1896.0
3758     3720     3575     263      1.0010086814e+07     9.8962125468e+06     1.14        1903.4
3779     3741     3596     284      1.0010086814e+07     9.8962125468e+06     1.14        1911.6
3799     3761     3616     304      1.0010086814e+07     9.8962125468e+06     1.14        1918.7
3819     3781     3636     324      1.0010086814e+07     9.8962125468e+06     1.14        1925.6
3837     3799     3650     139      1.0002115125e+07     9.8962259232e+06     1.06        1934.2
3856     3817     3667     166      1.0002115125e+07     9.8962814147e+06     1.06        1942.9
3874     3835     3685     173      1.0002115125e+07     9.8963131567e+06     1.06        1951.7
3890     3851     3701     13       1.0002115125e+07     9.8963721019e+06     1.06        1960.2
3909     3870     3720     163      1.0002115125e+07     9.8963837361e+06     1.06        1969.2
3928     3889     3739     179      1.0002115125e+07     9.8963837361e+06     1.06        1977.4
3947     3908     3758     198      1.0002115125e+07     9.8963837361e+06     1.06        1985.2
3967     3928     3778     218      1.0002115125e+07     9.8963837361e+06     1.06        1993.2
3987     3948     3798     238      1.0002115125e+07     9.8963837361e+06     1.06        2000.9
4007     3968     3818     258      1.0002115125e+07     9.8963837361e+06     1.06        2008.7
4027     3988     3838     278      1.0002115125e+07     9.8963837361e+06     1.06        2016.3
4047     4008     3858     298      1.0002115125e+07     9.8963837361e+06     1.06        2023.7
4069     4030     3874     172      1.0002115125e+07     9.8963837361e+06     1.06        2030.8
4087     4048     3892     142      1.0002115125e+07     9.8964109242e+06     1.06        2039.7
4105     4066     3910     124      1.0002115125e+07     9.8964164394e+06     1.06        2048.8
4123     4084     3928     177      1.0002115125e+07     9.8964518852e+06     1.06        2057.5
4141     4102     3946     154      1.0002115125e+07     9.8964812507e+06     1.06        2066.1
4161     4121     3964     197      1.0002115125e+07     9.8964990309e+06     1.06        2075.0
4180     4140     3983     214      1.0002115125e+07     9.8965096987e+06     1.06        2082.9
4199     4159     4002     233      1.0002115125e+07     9.8965096987e+06     1.06        2090.4
4219     4179     4022     253      1.0002115125e+07     9.8965096987e+06     1.06        2098.0
4239     4199     4042     273      1.0002115125e+07     9.8965096987e+06     1.06        2105.4
4259     4219     4062     293      1.0002115125e+07     9.8965096987e+06     1.06        2112.7
4277     4235     4076     206      9.9947073070e+06     9.8965221534e+06     0.98        2121.0
4297     4254     4094     213      9.9947073070e+06     9.8965648416e+06     0.98        2129.8
4316     4273     4113     219      9.9947073070e+06     9.8965715027e+06     0.98        2138.5
4335     4292     4132     228      9.9947073070e+06     9.8966498235e+06     0.98        2147.0
4354     4311     4143     235      9.9947073070e+06     9.8966538622e+06     0.98        2155.6
4374     4331     4163     253      9.9947073070e+06     9.8966538622e+06     0.98        2164.1
4395     4352     4184     274      9.9947073070e+06     9.8966538622e+06     0.98        2172.3
4415     4372     4204     294      9.9947073070e+06     9.8966538622e+06     0.98        2179.6
4434     4391     4219     241      9.9923943792e+06     9.8966584726e+06     0.96        2187.5
4454     4411     4239     250      9.9923943792e+06     9.8966635076e+06     0.96        2197.2
4475     4432     4260     11       9.9923943792e+06     9.8967096011e+06     0.96        2207.9
4496     4453     4281     7        9.9923943792e+06     9.8967751299e+06     0.96        2218.4
4517     4474     4298     257      9.9923943792e+06     9.8968058430e+06     0.96        2228.7
4539     4495     4314     252      9.9923943792e+06     9.8968287082e+06     0.96        2238.6
4560     4516     4333     15       9.9923943792e+06     9.8968533393e+06     0.96        2249.2
4581     4537     4354     14       9.9923943792e+06     9.8968850094e+06     0.96        2259.8
4600     4556     4367     258      9.9923943792e+06     9.8969022545e+06     0.96        2269.0
4618     4574     4379     17       9.9923943792e+06     9.8969112772e+06     0.96        2278.2
4635     4591     4396     34       9.9923943792e+06     9.8969112772e+06     0.96        2288.6
4652     4608     4413     51       9.9923943792e+06     9.8969112772e+06     0.96        2300.0
4671     4627     4432     70       9.9923943792e+06     9.8969112772e+06     0.96        2310.6
4690     4646     4451     89       9.9923943792e+06     9.8969112772e+06     0.96        2320.3
4709     4665     4470     108      9.9923943792e+06     9.8969112772e+06     0.96        2329.5
4728     4684     4489     127      9.9923943792e+06     9.8969112772e+06     0.96        2338.6
4747     4703     4504     221      9.9923943792e+06     9.8969254190e+06     0.96        2347.1
4766     4722     4523     228      9.9923943792e+06     9.8969631713e+06     0.96        2355.9
4785     4741     4542     236      9.9923943792e+06     9.8970344336e+06     0.95        2364.7
4804     4760     4561     243      9.9923943792e+06     9.8970511481e+06     0.95        2373.2
4823     4779     4570     257      9.9923943792e+06     9.8970534409e+06     0.95        2382.5
4842     4798     4587     242      9.9923943792e+06     9.8970649660e+06     0.95        2391.3
4862     4818     4607     262      9.9923943792e+06     9.8970649660e+06     0.95        2398.8
4883     4838     4624     242      9.9892385840e+06     9.8970649660e+06     0.92        2406.1
4902     4857     4639     243      9.9892385840e+06     9.8970822275e+06     0.92        2415.0
4921     4876     4658     223      9.9892385840e+06     9.8971134182e+06     0.92        2423.8
4940     4895     4677     231      9.9892385840e+06     9.8971276234e+06     0.92        2432.5
4958     4913     4695     238      9.9892385840e+06     9.8971380076e+06     0.92        2441.0
4976     4931     4711     246      9.9892385840e+06     9.8971419273e+06     0.92        2449.0
4996     4951     4721     241      9.9892385840e+06     9.8971740958e+06     0.92        2457.8
5014     4969     4735     235      9.9892385840e+06     9.8972166770e+06     0.92        2466.4
5031     4986     4752     254      9.9892385840e+06     9.8972309497e+06     0.92        2475.1
5051     5005     4768     222      9.9892385840e+06     9.8972560195e+06     0.92        2484.4
5070     5024     4783     230      9.9892385840e+06     9.8972657690e+06     0.92        2493.1
5091     5044     4786     14       9.9892385840e+06     9.8972740099e+06     0.92        2501.3
5109     5062     4804     131      9.9892385840e+06     9.8972807653e+06     0.92        2510.3
5127     5080     4822     210      9.9892385840e+06     9.8972956754e+06     0.92        2518.9
5146     5099     4835     247      9.9892385840e+06     9.8973188322e+06     0.92        2528.0
5165     5118     4850     224      9.9892385840e+06     9.8973554578e+06     0.92        2537.1
5182     5135     4867     20       9.9892385840e+06     9.8973695551e+06     0.92        2547.3
5200     5152     4883     37       9.9892385840e+06     9.8973695551e+06     0.92        2558.0
5217     5169     4900     54       9.9892385840e+06     9.8973695551e+06     0.92        2568.4
5233     5185     4916     70       9.9892385840e+06     9.8973695551e+06     0.92        2578.0
5250     5202     4933     87       9.9892385840e+06     9.8973695551e+06     0.92        2587.0
5268     5220     4947     165      9.9892385840e+06     9.8973695551e+06     0.92        2595.7
5286     5238     4961     232      9.9892385840e+06     9.8973838716e+06     0.92        2604.3
5304     5256     4971     204      9.9892385840e+06     9.8973965027e+06     0.92        2612.8
5323     5275     4986     181      9.9892385840e+06     9.8974164064e+06     0.92        2622.0
5341     5293     4996     258      9.9892385840e+06     9.8974279791e+06     0.92        2630.5
5360     5312     5013     186      9.9892385840e+06     9.8974565210e+06     0.92        2638.9
5378     5330     5031     204      9.9892385840e+06     9.8974565210e+06     0.92        2646.9
5398     5350     5051     224      9.9892385840e+06     9.8974565210e+06     0.92        2654.8
5418     5370     5071     244      9.9892385840e+06     9.8974565210e+06     0.92        2662.6
5439     5390     5078     13       9.9892385840e+06     9.8974622562e+06     0.92        2670.5
5458     5409     5091     208      9.9892385840e+06     9.8974776190e+06     0.92        2679.3
5478     5428     5103     219      9.9892385840e+06     9.8974846154e+06     0.92        2688.6
5499     5447     5118     14       9.9892385840e+06     9.8975131696e+06     0.92        2697.4
5518     5466     5137     220      9.9892385840e+06     9.8975190399e+06     0.92        2706.2
5534     5482     5153     30       9.9892385840e+06     9.8975317061e+06     0.92        2717.0
5550     5498     5169     46       9.9892385840e+06     9.8975317061e+06     0.92        2727.9
5566     5514     5185     62       9.9892385840e+06     9.8975317061e+06     0.92        2737.9
5583     5531     5202     79       9.9892385840e+06     9.8975317061e+06     0.92        2748.3
5600     5548     5219     96       9.9892385840e+06     9.8975317061e+06     0.92        2758.4
5618     5566     5233     113      9.9892385840e+06     9.8975317061e+06     0.92        2766.8
5637     5585     5252     229      9.9892385840e+06     9.8975370011e+06     0.92        2775.2
5658     5604     5269     11       9.9892385840e+06     9.8975553048e+06     0.92        2783.7
5676     5622     5285     244      9.9892385840e+06     9.8975702542e+06     0.92        2792.2
5693     5640     5296     243      9.9892385840e+06     9.8975789321e+06     0.92        2801.4
5711     5658     5314     24       9.9892385840e+06     9.8975955739e+06     0.92        2811.4
5729     5676     5332     42       9.9892385840e+06     9.8975955739e+06     0.92        2822.4
5746     5693     5349     59       9.9892385840e+06     9.8975955739e+06     0.92        2833.1
