WARNING: Method definition require(Symbol) in module Base at loading.jl:345 overwritten in module ConicBenchmarkUtilities at /home/ubuntu/.julia/v0.5/Requires/src/require.jl:12.
WARNING: Base.ASCIIString is deprecated, use String instead.
  likely near /home/ubuntu/run.jl:185
WARNING: Base.ASCIIString is deprecated, use String instead.
  likely near /home/ubuntu/run.jl:185
WARNING: Base.ASCIIString is deprecated, use String instead.
  likely near /home/ubuntu/run.jl:185
WARNING: Base.ASCIIString is deprecated, use String instead.
  likely near /home/ubuntu/run.jl:185
#SOLVERNAME# MOSEK_MISOCP
#SOLVER# Mosek.MosekMathProgSolverInterface.MosekSolver(Any[(:LOG,1),(:NUM_THREADS,1),(:OPTIMIZER_MAX_TIME,3600.0),(:MIO_TOL_REL_GAP,1.0e-5)])
#FILENAME# achtziger_stolpe07-52flowc.cbf.gz
#INSTANCE# achtziger_stolpe07-52flowc
#TIMELIMIT# 3600.0
Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : CONIC (conic optimization problem)
  Constraints            : 338             
  Cones                  : 72              
  Scalar variables       : 433             
  Matrix variables       : 0               
  Integer variables      : 72              

Optimizer started.
Mixed integer optimizer started.
Threads used: 1
Presolve started.
Presolve terminated. Time = 0.00
Presolved problem: 216 variables, 49 constraints, 269 non-zeros
Presolved problem: 0 general integer, 72 binary, 144 continuous
Clique table size: 0
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
1964     1743     1465     18       NA                   4.7470484738e+01     NA          6.0   
2000     1774     1489     7        NA                   4.7475998331e+01     NA          6.1   
2030     1804     1519     17       NA                   4.7482807240e+01     NA          6.2   
2063     1832     1540     12       NA                   4.7482807240e+01     NA          6.3   
2093     1862     1570     27       NA                   4.7487698042e+01     NA          6.4   
2129     1893     1592     9        NA                   4.7491337059e+01     NA          6.5   
2160     1924     1623     31       NA                   4.7494137910e+01     NA          6.7   
2205     1954     1634     29       NA                   4.7499912681e+01     NA          6.7   
2235     1984     1664     11       NA                   4.7503542773e+01     NA          6.9   
2271     2014     1686     10       NA                   4.7503542773e+01     NA          7.0   
2302     2045     1717     8        NA                   4.7507115415e+01     NA          7.1   
2338     2075     1741     39       NA                   4.7507115415e+01     NA          7.2   
2371     2106     1768     20       NA                   4.7508975390e+01     NA          7.3   
2406     2137     1795     37       NA                   4.7509560423e+01     NA          7.4   
2442     2167     1817     9        NA                   4.7518633802e+01     NA          7.5   
2475     2198     1842     15       NA                   4.7521631258e+01     NA          7.6   
2507     2229     1870     15       NA                   4.7526978512e+01     NA          7.7   
2541     2260     1898     28       NA                   4.7529116542e+01     NA          7.8   
2574     2291     1925     24       NA                   4.7539505489e+01     NA          7.9   
2613     2321     1944     25       NA                   4.7539703699e+01     NA          8.0   
2647     2352     1968     41       NA                   4.7543348600e+01     NA          8.1   
2680     2384     1991     21       NA                   4.7549387287e+01     NA          8.2   
2721     2415     2012     12       NA                   4.7549876794e+01     NA          8.3   
2750     2443     2039     19       NA                   4.7552501308e+01     NA          8.4   
2790     2474     2061     23       NA                   4.7552501311e+01     NA          8.5   
2821     2505     2092     16       NA                   4.7559505210e+01     NA          8.6   
2861     2536     2114     17       NA                   4.7559505210e+01     NA          8.7   
2892     2567     2145     10       NA                   4.7574850037e+01     NA          8.8   
2927     2597     2170     40       NA                   4.7575614635e+01     NA          8.9   
2961     2627     2196     19       NA                   4.7576933478e+01     NA          9.0   
2996     2658     2221     16       NA                   4.7577733335e+01     NA          9.1   
3032     2688     2245     39       NA                   4.7583955894e+01     NA          9.2   
3065     2718     2272     18       NA                   4.7591800006e+01     NA          9.3   
3097     2748     2300     17       NA                   4.7598094504e+01     NA          9.4   
3132     2779     2327     39       NA                   4.7598094504e+01     NA          9.6   
3168     2810     2349     10       NA                   4.7601653552e+01     NA          9.7   
3202     2842     2375     19       NA                   4.7602073218e+01     NA          9.8   
3234     2873     2403     36       NA                   4.7607940610e+01     NA          9.9   
3271     2904     2426     21       NA                   4.7611153171e+01     NA          10.0  
3305     2935     2454     19       NA                   4.7613124207e+01     NA          10.1  
3336     2966     2485     38       NA                   4.7617424406e+01     NA          10.2  
3372     2997     2509     9        NA                   4.7619432815e+01     NA          10.3  
3408     3028     2533     10       NA                   4.7623899036e+01     NA          10.4  
3435     3055     2560     23       NA                   4.7630285534e+01     NA          10.5  
3470     3085     2583     18       NA                   4.7631095017e+01     NA          10.6  
3501     3115     2612     27       NA                   4.7631720618e+01     NA          10.7  
3544     3146     2625     30       NA                   4.7633158134e+01     NA          10.8  
3575     3177     2656     34       NA                   4.7637588991e+01     NA          10.9  
3609     3208     2684     25       NA                   4.7643386771e+01     NA          11.0  
3644     3239     2709     30       NA                   4.7644906583e+01     NA          11.1  
3677     3271     2738     36       NA                   4.7646002906e+01     NA          11.2  
3714     3302     2761     27       NA                   4.7649746849e+01     NA          11.3  
3748     3332     2787     41       NA                   4.7650459296e+01     NA          11.4  
3787     3364     2808     23       NA                   4.7653341743e+01     NA          11.5  
3822     3395     2833     26       NA                   4.7654204284e+01     NA          11.6  
3854     3426     2861     35       NA                   4.7657524135e+01     NA          11.7  
3889     3457     2886     30       NA                   4.7660922672e+01     NA          11.8  
3920     3488     2915     35       NA                   4.7662928496e+01     NA          11.9  
3962     3518     2931     18       NA                   4.7665715017e+01     NA          11.9  
3994     3549     2959     21       NA                   4.7668248261e+01     NA          12.0  
4026     3579     2987     22       NA                   4.7669158648e+01     NA          12.2  
4070     3608     2999     51       NA                   4.7669158648e+01     NA          12.2  
4101     3639     3030     10       NA                   4.7672950045e+01     NA          12.4  
4134     3667     3051     37       NA                   4.7675752508e+01     NA          12.5  
4166     3698     3079     25       NA                   4.7679935908e+01     NA          12.6  
4201     3730     3102     23       NA                   4.7681082784e+01     NA          12.7  
4237     3760     3126     44       NA                   4.7682622925e+01     NA          12.8  
4271     3791     3152     30       NA                   4.7689115612e+01     NA          12.9  
4302     3821     3179     8        NA                   4.7689654896e+01     NA          13.0  
4334     3852     3209     21       NA                   4.7694890835e+01     NA          13.1  
4373     3882     3228     22       NA                   4.7696310643e+01     NA          13.2  
4409     3913     3252     41       NA                   4.7698061456e+01     NA          13.3  
4444     3944     3277     27       NA                   4.7702897566e+01     NA          13.4  
4481     3975     3298     43       NA                   4.7702897566e+01     NA          13.5  
4512     4006     3329     10       NA                   4.7711018817e+01     NA          13.6  
4550     4036     3349     27       NA                   4.7711018817e+01     NA          13.7  
4581     4067     3380     11       NA                   4.7713439335e+01     NA          13.8  
4620     4097     3401     41       NA                   4.7713439335e+01     NA          13.9  
4658     4128     3423     12       NA                   4.7714746320e+01     NA          14.0  
4692     4160     3449     37       NA                   4.7716922784e+01     NA          14.1  
4725     4190     3476     33       NA                   4.7717239806e+01     NA          14.2  
4761     4220     3498     11       NA                   4.7720837333e+01     NA          14.3  
4790     4249     3527     35       NA                   4.7721669280e+01     NA          14.4  
4833     4279     3542     24       NA                   4.7722752256e+01     NA          14.5  
4865     4310     3572     33       NA                   4.7723830979e+01     NA          14.6  
4903     4340     3592     18       NA                   4.7725659493e+01     NA          14.7  
4934     4371     3623     32       NA                   4.7726876986e+01     NA          14.8  
4970     4401     3645     12       NA                   4.7732058402e+01     NA          14.9  
5001     4432     3676     36       NA                   4.7732242745e+01     NA          15.0  
5039     4463     3696     24       NA                   4.7735628105e+01     NA          15.1  
5073     4494     3722     15       NA                   4.7739412810e+01     NA          15.2  
5103     4524     3752     22       NA                   4.7742184002e+01     NA          15.3  
5141     4554     3772     22       NA                   4.7742184002e+01     NA          15.4  
5172     4585     3801     17       NA                   4.7744457556e+01     NA          15.5  
5212     4615     3821     47       NA                   4.7744457556e+01     NA          15.6  
5247     4645     3844     32       NA                   4.7749490023e+01     NA          15.7  
5281     4675     3868     18       NA                   4.7755651244e+01     NA          15.8  
5312     4706     3899     27       NA                   4.7761737887e+01     NA          15.9  
5345     4737     3926     15       NA                   4.7763175069e+01     NA          16.0  
5380     4768     3953     40       NA                   4.7765125621e+01     NA          16.1  
5417     4798     3974     22       NA                   4.7769224320e+01     NA          16.2  
5449     4827     4000     35       NA                   4.7769485574e+01     NA          16.3  
5485     4857     4022     10       NA                   4.7770234077e+01     NA          16.4  
5517     4888     4052     38       NA                   4.7770531738e+01     NA          16.5  
5553     4918     4074     13       NA                   4.7771306572e+01     NA          16.6  
5589     4949     4098     13       NA                   4.7772786628e+01     NA          16.7  
5620     4979     4127     24       NA                   4.7776772342e+01     NA          16.8  
5661     5010     4146     11       NA                   4.7776772342e+01     NA          16.9  
5692     5040     4175     33       NA                   4.7778342629e+01     NA          17.0  
5730     5071     4197     24       NA                   4.7778626884e+01     NA          17.1  
5761     5102     4228     42       NA                   4.7780332500e+01     NA          17.2  
5799     5133     4252     24       NA                   4.7783456124e+01     NA          17.3  
5835     5164     4276     8        NA                   4.7786098252e+01     NA          17.4  
5867     5195     4306     42       NA                   4.7786937347e+01     NA          17.5  
5902     5227     4329     38       NA                   4.7789292042e+01     NA          17.6  
5934     5258     4357     33       NA                   4.7789721975e+01     NA          17.7  
5981     5287     4366     35       NA                   4.7793830421e+01     NA          17.8  
6012     5318     4397     36       NA                   4.7795451472e+01     NA          17.9  
6047     5348     4422     31       1.6225483396e+02     4.7796060419e+01     70.54       18.0  
6079     5379     4452     33       1.6225483396e+02     4.7797888874e+01     70.54       18.1  
6111     5410     4474     23       1.6225483396e+02     4.7800349565e+01     70.54       18.2  
6146     5441     4499     28       1.6225483396e+02     4.7803242437e+01     70.54       18.3  
6174     5468     4525     19       1.6225483396e+02     4.7807925492e+01     70.54       18.4  
6214     5498     4543     21       1.6225483396e+02     4.7807925492e+01     70.54       18.5  
6245     5528     4572     16       1.6225483396e+02     4.7809722229e+01     70.53       18.6  
6284     5558     4585     18       5.0478233844e+01     4.7812056869e+01     5.28        18.7  
6316     5589     4597     12       5.0478233844e+01     4.7814793219e+01     5.28        18.8  
6347     5620     4618     13       5.0478233844e+01     4.7817868071e+01     5.27        18.9  
6379     5651     4630     17       5.0478233844e+01     4.7819325704e+01     5.27        19.0  
6411     5682     4638     29       5.0478233844e+01     4.7822017533e+01     5.26        19.0  
6442     5713     4661     13       5.0478233844e+01     4.7825822979e+01     5.25        19.1  
6473     5744     4680     11       5.0478233844e+01     4.7829503340e+01     5.25        19.2  
6504     5775     4693     10       5.0478233844e+01     4.7832340655e+01     5.24        19.3  
6536     5806     4705     25       5.0478233844e+01     4.7836178117e+01     5.23        19.4  
6567     5837     4720     8        5.0478233844e+01     4.7839454054e+01     5.23        19.5  
6599     5868     4722     14       5.0478233844e+01     4.7847751077e+01     5.21        19.6  
6630     5899     4739     26       5.0478233844e+01     4.7849662007e+01     5.21        19.7  
6662     5930     4739     21       5.0478233844e+01     4.7851700143e+01     5.20        19.8  
6694     5961     4741     16       5.0478233844e+01     4.7855268562e+01     5.20        19.9  
6725     5992     4762     14       5.0478233844e+01     4.7857232090e+01     5.19        20.0  
6756     6023     4779     21       5.0478233844e+01     4.7857803339e+01     5.19        20.1  
6786     6053     4793     26       5.0478233844e+01     4.7861070139e+01     5.18        20.2  
6818     6084     4807     20       5.0478233844e+01     4.7864194596e+01     5.18        20.3  
6850     6115     4811     29       5.0478233844e+01     4.7866560028e+01     5.17        20.4  
6882     6146     4819     14       5.0478233844e+01     4.7868077953e+01     5.17        20.5  
6913     6177     4842     11       5.0478233844e+01     4.7868868908e+01     5.17        20.6  
6943     6207     4854     26       5.0478233844e+01     4.7871933622e+01     5.16        20.7  
6975     6238     4868     16       5.0478233844e+01     4.7873986278e+01     5.16        20.7  
7006     6269     4869     9        5.0478233844e+01     4.7874901588e+01     5.16        20.8  
7038     6300     4879     23       5.0478233844e+01     4.7876894089e+01     5.15        20.9  
7070     6331     4895     21       5.0478233844e+01     4.7878221503e+01     5.15        21.0  
7101     6362     4900     11       5.0478233844e+01     4.7880868771e+01     5.15        21.1  
7132     6393     4907     11       5.0478233844e+01     4.7882465937e+01     5.14        21.2  
7163     6424     4914     11       5.0478233844e+01     4.7889856287e+01     5.13        21.3  
7195     6455     4922     21       5.0478233844e+01     4.7894850485e+01     5.12        21.4  
7226     6486     4937     11       5.0478233844e+01     4.7899257040e+01     5.11        21.5  
7257     6517     4954     14       5.0478233844e+01     4.7901567463e+01     5.10        21.6  
7288     6548     4975     10       5.0478233844e+01     4.7903796054e+01     5.10        21.7  
7320     6579     4985     19       5.0478233844e+01     4.7904996316e+01     5.10        21.8  
7352     6610     4999     29       5.0478233844e+01     4.7908593768e+01     5.09        21.9  
7385     6641     5002     20       5.0478233844e+01     4.7911506428e+01     5.08        21.9  
7414     6670     5013     16       5.0478233844e+01     4.7912995789e+01     5.08        22.0  
7446     6701     5027     23       5.0478233844e+01     4.7914998488e+01     5.08        22.1  
7480     6732     5035     31       5.0478233844e+01     4.7916478814e+01     5.07        22.2  
7513     6763     5040     25       5.0478233844e+01     4.7918806660e+01     5.07        22.3  
7546     6795     5039     24       5.0478233844e+01     4.7919849285e+01     5.07        22.4  
7578     6826     5047     18       5.0478233844e+01     4.7921780210e+01     5.06        22.5  
7610     6858     5053     21       5.0478233844e+01     4.7922205675e+01     5.06        22.5  
7643     6890     5062     23       5.0478233844e+01     4.7923858419e+01     5.06        22.6  
7674     6921     5071     25       5.0478233844e+01     4.7926072591e+01     5.06        22.7  
7705     6952     5084     30       5.0478233844e+01     4.7927005066e+01     5.05        22.8  
7741     6984     5090     8        5.0478233844e+01     4.7928154659e+01     5.05        22.9  
7776     7015     5101     24       5.0478233844e+01     4.7928415690e+01     5.05        23.0  
7810     7047     5111     25       5.0478233844e+01     4.7930833263e+01     5.05        23.1  
7845     7078     5124     26       5.0478233844e+01     4.7931632960e+01     5.04        23.1  
7881     7109     5136     27       5.0478233844e+01     4.7932999095e+01     5.04        23.2  
7912     7140     5149     25       5.0478233844e+01     4.7935460389e+01     5.04        23.3  
7943     7171     5152     11       5.0478233844e+01     4.7937832697e+01     5.03        23.4  
7975     7202     5158     30       5.0478233844e+01     4.7939046676e+01     5.03        23.5  
8006     7233     5177     14       5.0478233844e+01     4.7939920626e+01     5.03        23.6  
8039     7264     5194     28       5.0478233844e+01     4.7942908156e+01     5.02        23.7  
8072     7295     5203     18       5.0478233844e+01     4.7945415038e+01     5.02        23.8  
8102     7325     5225     27       5.0478233844e+01     4.7945614249e+01     5.02        23.9  
8137     7356     5244     16       5.0478233844e+01     4.7946815272e+01     5.01        24.0  
8168     7387     5257     10       5.0478233844e+01     4.7947615672e+01     5.01        24.1  
8199     7418     5274     11       5.0478233844e+01     4.7948357851e+01     5.01        24.2  
8233     7449     5280     19       5.0478233844e+01     4.7948736628e+01     5.01        24.2  
8265     7480     5292     19       5.0478233844e+01     4.7948895514e+01     5.01        24.3  
8296     7511     5299     13       5.0478233844e+01     4.7950287073e+01     5.01        24.4  
8328     7542     5313     20       5.0478233844e+01     4.7952842593e+01     5.00        24.5  
8363     7573     5334     17       5.0478233844e+01     4.7953321020e+01     5.00        24.6  
8394     7604     5347     9        5.0478233844e+01     4.7954407614e+01     5.00        24.7  
8425     7635     5372     18       5.0478233844e+01     4.7955503099e+01     5.00        24.8  
8456     7666     5395     24       5.0478233844e+01     4.7957710436e+01     4.99        24.9  
8487     7697     5412     17       5.0478233844e+01     4.7959740792e+01     4.99        25.0  
8519     7728     5422     17       5.0478233844e+01     4.7960690987e+01     4.99        25.1  
8550     7759     5433     16       5.0478233844e+01     4.7962026408e+01     4.98        25.2  
8581     7790     5444     19       5.0478233844e+01     4.7965788362e+01     4.98        25.3  
8614     7821     5459     22       5.0478233844e+01     4.7967555010e+01     4.97        25.4  
8646     7852     5465     21       5.0478233844e+01     4.7968278565e+01     4.97        25.5  
8675     7881     5476     26       5.0478233844e+01     4.7973784149e+01     4.96        25.6  
8706     7912     5489     15       5.0478233844e+01     4.7976517905e+01     4.96        25.7  
8737     7943     5508     14       5.0478233844e+01     4.7979359474e+01     4.95        25.8  
8768     7974     5525     13       5.0478233844e+01     4.7982797088e+01     4.94        25.9  
8802     8006     5539     23       5.0478233844e+01     4.7984960896e+01     4.94        26.0  
8833     8037     5554     13       5.0478233844e+01     4.7987616731e+01     4.93        26.1  
8864     8068     5577     14       5.0478233844e+01     4.7989896195e+01     4.93        26.2  
8896     8099     5589     25       5.0478233844e+01     4.7990831189e+01     4.93        26.2  
8927     8130     5596     10       5.0478233844e+01     4.7992521826e+01     4.92        26.3  
8959     8161     5604     29       5.0478233844e+01     4.7993041243e+01     4.92        26.4  
8990     8192     5615     11       5.0478233844e+01     4.7993412496e+01     4.92        26.5  
9023     8223     5618     30       5.0478233844e+01     4.7995063933e+01     4.92        26.6  
9053     8253     5628     24       5.0478233844e+01     4.7996007650e+01     4.92        26.7  
9085     8284     5636     25       5.0478233844e+01     4.7998054988e+01     4.91        26.7  
9119     8316     5650     30       5.0478233844e+01     4.7998804725e+01     4.91        26.8  
9152     8348     5655     28       5.0478233844e+01     4.8000728567e+01     4.91        26.9  
9186     8379     5665     25       5.0478233844e+01     4.8001426845e+01     4.91        27.0  
9217     8410     5680     12       5.0478233844e+01     4.8002305803e+01     4.90        27.1  
9248     8441     5691     22       5.0478233844e+01     4.8004665489e+01     4.90        27.2  
9279     8472     5704     18       5.0478233844e+01     4.8006081878e+01     4.90        27.3  
9309     8502     5710     21       5.0478233844e+01     4.8006663510e+01     4.90        27.4  
9340     8533     5721     18       5.0478233844e+01     4.8007528451e+01     4.89        27.5  
9371     8564     5734     15       5.0478233844e+01     4.8008058123e+01     4.89        27.6  
9401     8594     5744     16       5.0478233844e+01     4.8008740579e+01     4.89        27.7  
9432     8625     5761     15       5.0478233844e+01     4.8011090080e+01     4.89        27.8  
9464     8656     5769     25       5.0478233844e+01     4.8014090762e+01     4.88        27.8  
9496     8687     5785     16       5.0478233844e+01     4.8016160441e+01     4.88        27.9  
9527     8718     5792     11       5.0478233844e+01     4.8016370958e+01     4.88        28.0  
9560     8749     5799     26       5.0478233844e+01     4.8018082100e+01     4.87        28.1  
9593     8780     5810     22       5.0478233844e+01     4.8019364950e+01     4.87        28.2  
9625     8811     5818     19       5.0478233844e+01     4.8021011493e+01     4.87        28.3  
9656     8842     5835     16       5.0478233844e+01     4.8022438900e+01     4.87        28.4  
9687     8873     5846     11       5.0478233844e+01     4.8023378219e+01     4.86        28.5  
9719     8904     5846     27       5.0478233844e+01     4.8023846721e+01     4.86        28.6  
9750     8935     5865     11       5.0478233844e+01     4.8025574301e+01     4.86        28.7  
9782     8966     5877     18       5.0478233844e+01     4.8028007708e+01     4.85        28.8  
9813     8997     5898     24       5.0478233844e+01     4.8030496567e+01     4.85        28.9  
9845     9029     5904     22       5.0478233844e+01     4.8031046111e+01     4.85        29.0  
9876     9060     5921     18       5.0478233844e+01     4.8031965120e+01     4.85        29.1  
9907     9091     5934     21       5.0478233844e+01     4.8032556098e+01     4.85        29.2  
9938     9122     5943     11       5.0478233844e+01     4.8033213771e+01     4.84        29.3  
9967     9151     5962     26       5.0478233844e+01     4.8034184602e+01     4.84        29.4  
9998     9182     5961     12       5.0478233844e+01     4.8035831833e+01     4.84        29.5  
10029    9213     5982     14       5.0478233844e+01     4.8036102628e+01     4.84        29.6  
10062    9243     5987     16       5.0478233844e+01     4.8036966574e+01     4.84        29.7  
10094    9274     6001     14       5.0478233844e+01     4.8039735415e+01     4.83        29.7  
10126    9305     6019     14       5.0478233844e+01     4.8041848770e+01     4.83        29.8  
10157    9336     6038     15       5.0478233844e+01     4.8042125313e+01     4.83        29.9  
10188    9367     6049     7        5.0478233844e+01     4.8044795227e+01     4.82        30.0  
10221    9398     6074     18       5.0478233844e+01     4.8046292625e+01     4.82        30.1  
10253    9429     6078     25       5.0478233844e+01     4.8047653958e+01     4.82        30.2  
10284    9460     6101     11       5.0478233844e+01     4.8048539654e+01     4.81        30.3  
10317    9491     6114     15       5.0478233844e+01     4.8049574407e+01     4.81        30.4  
10347    9521     6130     22       5.0478233844e+01     4.8050829903e+01     4.81        30.5  
10378    9552     6141     10       5.0478233844e+01     4.8052085321e+01     4.81        30.6  
10409    9583     6150     13       5.0478233844e+01     4.8052963990e+01     4.80        30.7  
10440    9614     6167     13       5.0478233844e+01     4.8053561839e+01     4.80        30.8  
10472    9645     6183     18       5.0478233844e+01     4.8055452905e+01     4.80        30.9  
10503    9676     6196     10       5.0478233844e+01     4.8057023632e+01     4.80        31.0  
10534    9707     6209     15       5.0478233844e+01     4.8057329431e+01     4.80        31.1  
10564    9736     6221     23       5.0478233844e+01     4.8059332214e+01     4.79        31.2  
10598    9767     6229     15       5.0478233844e+01     4.8059665146e+01     4.79        31.3  
10629    9797     6252     15       5.0478233844e+01     4.8059884881e+01     4.79        31.4  
10659    9827     6268     13       5.0478233844e+01     4.8060882832e+01     4.79        31.5  
10690    9858     6273     21       5.0478233844e+01     4.8061145361e+01     4.79        31.6  
10721    9889     6290     9        5.0478233844e+01     4.8063009143e+01     4.78        31.7  
10752    9920     6301     12       5.0478233844e+01     4.8064254591e+01     4.78        31.8  
10784    9952     6309     13       5.0478233844e+01     4.8067965450e+01     4.77        31.9  
10816    9983     6319     11       5.0478233844e+01     4.8073949345e+01     4.76        32.0  
10847    10014    6342     12       5.0478233844e+01     4.8074931454e+01     4.76        32.1  
10878    10045    6351     10       5.0478233844e+01     4.8076669785e+01     4.76        32.2  
10909    10076    6368     12       5.0478233844e+01     4.8077932799e+01     4.76        32.3  
10941    10108    6376     18       5.0478233844e+01     4.8079076895e+01     4.75        32.3  
10972    10139    6383     13       5.0478233844e+01     4.8079876677e+01     4.75        32.4  
11004    10170    6403     13       5.0478233844e+01     4.8080830804e+01     4.75        32.5  
11035    10201    6418     15       5.0478233844e+01     4.8081348001e+01     4.75        32.6  
11066    10232    6423     28       5.0478233844e+01     4.8081500817e+01     4.75        32.7  
11099    10263    6430     15       5.0478233844e+01     4.8082263987e+01     4.75        32.8  
11130    10294    6453     12       5.0478233844e+01     4.8082622737e+01     4.75        32.9  
11164    10325    6465     24       5.0478233844e+01     4.8083217686e+01     4.74        33.0  
11198    10356    6475     19       5.0478233844e+01     4.8084072882e+01     4.74        33.1  
11230    10387    6491     21       5.0478233844e+01     4.8085124265e+01     4.74        33.2  
11262    10418    6509     21       5.0478233844e+01     4.8087275634e+01     4.74        33.2  
11293    10448    6514     10       5.0478233844e+01     4.8088692336e+01     4.73        33.3  
11324    10479    6529     12       5.0478233844e+01     4.8089449282e+01     4.73        33.4  
11356    10510    6545     13       5.0478233844e+01     4.8089906765e+01     4.73        33.5  
