WARNING: Method definition require(Symbol) in module Base at loading.jl:345 overwritten in module ConicBenchmarkUtilities at /home/ubuntu/.julia/v0.5/Requires/src/require.jl:12.
WARNING: Base.ASCIIString is deprecated, use String instead.
  likely near /home/ubuntu/run.jl:185
WARNING: Base.ASCIIString is deprecated, use String instead.
  likely near /home/ubuntu/run.jl:185
WARNING: Base.ASCIIString is deprecated, use String instead.
  likely near /home/ubuntu/run.jl:185
WARNING: Base.ASCIIString is deprecated, use String instead.
  likely near /home/ubuntu/run.jl:185
#SOLVERNAME# MOSEK_MISOCP
#SOLVER# Mosek.MosekMathProgSolverInterface.MosekSolver(Any[(:LOG,1),(:NUM_THREADS,1),(:OPTIMIZER_MAX_TIME,3600.0),(:MIO_TOL_REL_GAP,1.0e-5)])
#FILENAME# b1bigflowc.cbf.gz
#INSTANCE# b1bigflowc
#TIMELIMIT# 3600.0
Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : CONIC (conic optimization problem)
  Constraints            : 2535            
  Cones                  : 376             
  Scalar variables       : 2677            
  Matrix variables       : 0               
  Integer variables      : 564             

Optimizer started.
Mixed integer optimizer started.
Threads used: 1
Presolve started.
Presolve terminated. Time = 0.03
Presolved problem: 1548 variables, 842 constraints, 4216 non-zeros
Presolved problem: 0 general integer, 564 binary, 984 continuous
Clique table size: 188
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
951      949      730      47       7.0039081851e+00     5.6425174721e+00     19.44       22.6  
979      977      754      44       7.0039081851e+00     5.6425464673e+00     19.44       23.3  
1006     1004     781      55       7.0039081851e+00     5.6432088009e+00     19.43       24.0  
1034     1032     805      57       7.0039081851e+00     5.6433107185e+00     19.43       24.7  
1067     1065     814      77       7.0039081851e+00     5.6433111854e+00     19.43       25.0  
1094     1092     841      48       7.0039081851e+00     5.6433112743e+00     19.43       25.7  
1121     1119     860      47       7.0039081851e+00     5.6445104334e+00     19.41       26.4  
1146     1144     885      64       7.0039081851e+00     5.6459899115e+00     19.39       27.0  
1174     1172     909      47       7.0039081851e+00     5.6471444869e+00     19.37       27.7  
1203     1201     932      28       7.0039081851e+00     5.6475313574e+00     19.37       28.3  
1238     1236     933      45       7.0039081851e+00     5.6475313574e+00     19.37       28.5  
1269     1267     948      8        7.0039081851e+00     5.6477244193e+00     19.36       29.0  
1297     1295     966      68       7.0039081851e+00     5.6491784946e+00     19.34       29.6  
1324     1322     993      31       7.0039081851e+00     5.6504778363e+00     19.32       30.3  
1353     1351     1010     36       7.0039081851e+00     5.6504778363e+00     19.32       30.8  
1380     1378     1033     15       7.0039081851e+00     5.6507152509e+00     19.32       31.5  
1409     1407     1052     34       7.0039081851e+00     5.6508371583e+00     19.32       32.1  
1436     1434     1079     51       7.0039081851e+00     5.6519872610e+00     19.30       32.8  
1464     1462     1101     24       7.0039081851e+00     5.6522625724e+00     19.30       33.4  
1491     1489     1126     29       7.0039081851e+00     5.6522625724e+00     19.30       34.1  
1525     1523     1128     46       7.0039081851e+00     5.6522625724e+00     19.30       34.3  
1553     1550     1152     37       7.0039081851e+00     5.6524460539e+00     19.30       35.0  
1581     1578     1166     57       7.0039081851e+00     5.6524460539e+00     19.30       35.4  
1610     1607     1177     40       7.0039081851e+00     5.6524581422e+00     19.30       35.8  
1637     1634     1202     21       7.0039081851e+00     5.6524581422e+00     19.30       36.5  
1666     1663     1219     56       7.0039081851e+00     5.6524581422e+00     19.30       37.0  
1693     1690     1246     69       7.0039081851e+00     5.6537108747e+00     19.28       37.7  
1719     1716     1268     8        7.0039081851e+00     5.6537108747e+00     19.28       38.3  
1746     1743     1289     75       7.0039081851e+00     5.6540580916e+00     19.27       38.9  
1773     1770     1312     81       7.0039081851e+00     5.6544938549e+00     19.27       39.6  
1801     1798     1330     92       7.0039081851e+00     5.6546460983e+00     19.26       40.2  
1828     1825     1351     111      7.0039081851e+00     5.6546729217e+00     19.26       40.7  
1858     1855     1351     127      7.0039081851e+00     5.6546729217e+00     19.26       40.8  
1886     1883     1371     106      6.7542122457e+00     5.6549786662e+00     16.27       41.4  
1913     1910     1394     115      6.7542122457e+00     5.6562990947e+00     16.26       42.0  
1939     1936     1416     14       6.7542122457e+00     5.6564596728e+00     16.25       42.6  
1966     1963     1439     16       6.7542122457e+00     5.6571704126e+00     16.24       43.3  
1994     1991     1455     130      6.7542122457e+00     5.6573224639e+00     16.24       43.9  
2020     2017     1479     147      6.7542122457e+00     5.6582124595e+00     16.23       44.5  
2046     2043     1499     12       6.7542122457e+00     5.6584027559e+00     16.22       45.1  
2074     2071     1515     158      6.7542122457e+00     5.6584430284e+00     16.22       45.5  
2100     2097     1539     173      6.7542122457e+00     5.6586559915e+00     16.22       46.2  
2127     2124     1556     163      6.7542122457e+00     5.6587800162e+00     16.22       46.7  
2153     2150     1574     11       6.7542122457e+00     5.6593479818e+00     16.21       47.2  
2180     2177     1601     23       6.7542122457e+00     5.6598151272e+00     16.20       47.9  
2207     2204     1620     191      6.7542122457e+00     5.6601348928e+00     16.20       48.6  
2231     2228     1624     199      5.7773657195e+00     5.6615128284e+00     2.01        49.1  
2259     2256     1628     204      5.7773657195e+00     5.6616078016e+00     2.00        49.4  
2288     2285     1631     220      5.7773657195e+00     5.6618365882e+00     2.00        49.8  
2316     2313     1639     232      5.7773657195e+00     5.6619082305e+00     2.00        50.2  
2345     2342     1642     244      5.7773657195e+00     5.6622588290e+00     1.99        50.5  
2374     2371     1641     259      5.7773657195e+00     5.6622588290e+00     1.99        50.7  
2403     2400     1642     273      5.7773657195e+00     5.6622588290e+00     1.99        50.9  
2433     2430     1642     288      5.7773657195e+00     5.6622588290e+00     1.99        51.1  
2463     2460     1642     303      5.7773657195e+00     5.6622588290e+00     1.99        51.3  
2493     2490     1642     318      5.7773657195e+00     5.6622588290e+00     1.99        51.5  
2524     2521     1641     334      5.7773657195e+00     5.6622588290e+00     1.99        51.6  
2555     2552     1642     349      5.7773657195e+00     5.6622588290e+00     1.99        51.8  
2587     2584     1638     230      5.7773657195e+00     5.6622588290e+00     1.99        51.9  
2614     2611     1645     30       5.7773657195e+00     5.6625925786e+00     1.99        52.6  
2640     2637     1647     13       5.7773657195e+00     5.6626704841e+00     1.99        53.3  
2667     2664     1648     27       5.7773657195e+00     5.6633713962e+00     1.97        54.0  
2694     2691     1653     33       5.7773657195e+00     5.6638586191e+00     1.96        54.7  
2721     2718     1654     35       5.7773657195e+00     5.6642688851e+00     1.96        55.4  
2747     2744     1656     15       5.7773657195e+00     5.6650535890e+00     1.94        56.1  
2783     2771     1652     18       5.7773657195e+00     5.6651276689e+00     1.94        56.8  
2844     2796     1629     14       5.7773657195e+00     5.6654678688e+00     1.94        57.5  
2892     2822     1621     23       5.7773657195e+00     5.6692407652e+00     1.87        58.3  
2919     2849     1626     28       5.7773657195e+00     5.6694689953e+00     1.87        59.0  
2945     2875     1630     14       5.7773657195e+00     5.6699267046e+00     1.86        59.7  
2982     2901     1619     11       5.7773657195e+00     5.6706863323e+00     1.85        60.4  
3012     2929     1623     23       5.7773657195e+00     5.6707858333e+00     1.84        61.1  
3039     2956     1628     38       5.7773657195e+00     5.6725484319e+00     1.81        61.9  
3066     2983     1631     25       5.7773657195e+00     5.6732865310e+00     1.80        62.6  
3092     3009     1637     8        5.7773657195e+00     5.6732882036e+00     1.80        63.3  
3118     3035     1637     15       5.7773657195e+00     5.6738418955e+00     1.79        63.9  
3145     3062     1644     38       5.7773657195e+00     5.6738492809e+00     1.79        64.6  
3172     3089     1647     42       5.7773657195e+00     5.6738492859e+00     1.79        65.3  
3198     3115     1649     22       5.7773657195e+00     5.6740244199e+00     1.79        66.0  
3225     3142     1648     56       5.7773657195e+00     5.6741457650e+00     1.79        66.5  
3252     3169     1651     30       5.7773657195e+00     5.6741821579e+00     1.79        67.1  
3280     3196     1651     34       5.7773657195e+00     5.6745313045e+00     1.78        67.8  
3307     3223     1652     23       5.7773657195e+00     5.6750177663e+00     1.77        68.5  
3334     3250     1655     27       5.7773657195e+00     5.6754019510e+00     1.76        69.2  
3361     3277     1660     38       5.7773657195e+00     5.6755553523e+00     1.76        69.9  
3388     3304     1659     21       5.7773657195e+00     5.6756768380e+00     1.76        70.7  
3414     3330     1663     31       5.7773657195e+00     5.6758089659e+00     1.76        71.4  
3441     3357     1664     32       5.7773657195e+00     5.6759091392e+00     1.76        72.1  
3468     3384     1663     27       5.7773657195e+00     5.6761176974e+00     1.75        72.8  
3495     3411     1672     35       5.7773657195e+00     5.6768144082e+00     1.74        73.6  
3522     3438     1675     44       5.7773657195e+00     5.6770620161e+00     1.74        74.3  
3550     3466     1671     36       5.7773657195e+00     5.6770620161e+00     1.74        74.8  
3577     3493     1670     25       5.7773657195e+00     5.6774137495e+00     1.73        75.5  
3603     3519     1676     7        5.7773657195e+00     5.6776873634e+00     1.73        76.2  
3630     3546     1679     36       5.7773657195e+00     5.6782676098e+00     1.72        76.9  
3657     3573     1678     14       5.7773657195e+00     5.6783832343e+00     1.71        77.6  
3684     3600     1685     27       5.7773657195e+00     5.6787006951e+00     1.71        78.4  
3711     3627     1700     32       5.7773657195e+00     5.6787203563e+00     1.71        79.1  
3738     3654     1701     26       5.7773657195e+00     5.6789599310e+00     1.70        79.8  
3765     3681     1700     40       5.7773657195e+00     5.6789599310e+00     1.70        80.5  
3792     3708     1699     44       5.7773657195e+00     5.6795589254e+00     1.69        81.0  
3819     3735     1710     23       5.7773657195e+00     5.6795589348e+00     1.69        81.7  
3846     3762     1719     64       5.7773657195e+00     5.6803355194e+00     1.68        82.2  
3873     3789     1716     73       5.7773657195e+00     5.6805745866e+00     1.68        82.7  
3901     3817     1712     34       5.7773657195e+00     5.6807527715e+00     1.67        83.3  
3927     3843     1712     11       5.7773657195e+00     5.6810879776e+00     1.67        83.9  
3955     3871     1716     26       5.7773657195e+00     5.6811558905e+00     1.67        84.5  
3982     3898     1709     21       5.7773657195e+00     5.6813107579e+00     1.66        85.2  
4009     3925     1716     36       5.7773657195e+00     5.6813718391e+00     1.66        85.8  
4036     3952     1719     35       5.7773657195e+00     5.6815716067e+00     1.66        86.6  
4063     3979     1724     33       5.7773657195e+00     5.6820926615e+00     1.65        87.3  
4090     4006     1731     41       5.7773657195e+00     5.6825695848e+00     1.64        88.0  
4117     4033     1732     35       5.7773657195e+00     5.6826688103e+00     1.64        88.7  
4144     4060     1731     32       5.7773657195e+00     5.6828950390e+00     1.64        89.4  
4171     4087     1742     30       5.7773657195e+00     5.6834173740e+00     1.63        90.1  
4198     4114     1747     41       5.7773657195e+00     5.6837813636e+00     1.62        90.8  
4225     4141     1754     53       5.7773657195e+00     5.6844776670e+00     1.61        91.5  
4253     4169     1754     63       5.7773657195e+00     5.6845468797e+00     1.61        92.0  
4280     4196     1767     57       5.7773657195e+00     5.6847640520e+00     1.60        92.7  
4307     4223     1770     13       5.7773657195e+00     5.6852130179e+00     1.60        93.4  
4334     4250     1757     22       5.7773657195e+00     5.6853764813e+00     1.59        94.1  
4360     4276     1759     35       5.7773657195e+00     5.6854893785e+00     1.59        94.8  
4387     4303     1760     50       5.7773657195e+00     5.6854893785e+00     1.59        95.5  
4415     4331     1756     24       5.7773657195e+00     5.6856271691e+00     1.59        96.2  
4442     4358     1761     33       5.7773657195e+00     5.6858570761e+00     1.58        96.9  
4469     4385     1758     28       5.7773657195e+00     5.6863453077e+00     1.58        97.6  
4496     4412     1757     21       5.7773657195e+00     5.6870114366e+00     1.56        98.2  
4523     4439     1764     29       5.7773657195e+00     5.6870127858e+00     1.56        99.0  
4548     4464     1765     42       5.7773657195e+00     5.6877058415e+00     1.55        99.6  
4575     4491     1762     36       5.7773657195e+00     5.6880003641e+00     1.55        100.4 
4602     4518     1759     26       5.7773657195e+00     5.6882016525e+00     1.54        101.1 
4629     4545     1766     20       5.7773657195e+00     5.6883647500e+00     1.54        101.8 
4656     4572     1769     30       5.7773657195e+00     5.6883647589e+00     1.54        102.5 
4683     4599     1772     43       5.7773657195e+00     5.6890103040e+00     1.53        103.3 
4710     4626     1769     35       5.7773657195e+00     5.6890103040e+00     1.53        103.9 
4737     4653     1770     30       5.7773657195e+00     5.6891856745e+00     1.53        104.6 
4764     4680     1773     26       5.7773657195e+00     5.6891937606e+00     1.53        105.3 
4791     4707     1774     33       5.7773657195e+00     5.6898979475e+00     1.51        106.1 
4818     4734     1775     40       5.7773657195e+00     5.6904798039e+00     1.50        106.8 
4845     4761     1776     38       5.7773657195e+00     5.6908972275e+00     1.50        107.5 
4872     4788     1779     44       5.7773657195e+00     5.6913248382e+00     1.49        108.2 
4899     4815     1784     48       5.7773657195e+00     5.6915723770e+00     1.48        108.9 
4926     4842     1785     27       5.7773657195e+00     5.6916773992e+00     1.48        109.6 
4953     4869     1786     29       5.7773657195e+00     5.6926716453e+00     1.47        110.3 
4978     4894     1785     25       5.7773657195e+00     5.6930478206e+00     1.46        111.0 
5005     4921     1794     27       5.7773657195e+00     5.6931034499e+00     1.46        111.7 
5032     4948     1789     37       5.7773657195e+00     5.6931413445e+00     1.46        112.4 
5059     4975     1796     48       5.7773657195e+00     5.6934598766e+00     1.45        113.1 
5086     5002     1795     52       5.7773657195e+00     5.6938185981e+00     1.45        113.8 
5112     5028     1797     18       5.7773657195e+00     5.6938927568e+00     1.44        114.5 
5139     5055     1802     20       5.7773657195e+00     5.6939338370e+00     1.44        115.2 
5165     5081     1808     20       5.7773657195e+00     5.6940235785e+00     1.44        115.9 
5191     5107     1806     28       5.7773657195e+00     5.6940674733e+00     1.44        116.6 
5218     5134     1805     21       5.7773657195e+00     5.6941364793e+00     1.44        117.2 
5245     5161     1814     33       5.7773657195e+00     5.6944184805e+00     1.44        117.9 
5272     5188     1813     31       5.7773657195e+00     5.6945511857e+00     1.43        118.6 
5299     5215     1808     30       5.7773657195e+00     5.6953628749e+00     1.42        119.3 
5326     5242     1819     33       5.7773657195e+00     5.6955358881e+00     1.42        120.0 
5353     5269     1814     27       5.7773657195e+00     5.6963175116e+00     1.40        120.7 
5380     5296     1811     27       5.7773657195e+00     5.6973083940e+00     1.39        121.4 
5407     5323     1818     30       5.7773657195e+00     5.6973559022e+00     1.38        122.1 
5434     5350     1823     22       5.7773657195e+00     5.6974032376e+00     1.38        122.8 
5461     5377     1828     25       5.7773657195e+00     5.6980756813e+00     1.37        123.5 
5488     5404     1835     35       5.7773657195e+00     5.6983320844e+00     1.37        124.2 
5514     5430     1833     40       5.7773657195e+00     5.6984773371e+00     1.37        125.0 
5541     5457     1838     25       5.7773657195e+00     5.6984778596e+00     1.37        125.7 
5568     5484     1835     26       5.7773657195e+00     5.6986848213e+00     1.36        126.4 
5595     5511     1828     18       5.7773657195e+00     5.6989515818e+00     1.36        127.1 
5622     5538     1837     32       5.7773657195e+00     5.6989923833e+00     1.36        127.8 
5650     5566     1831     24       5.7773657195e+00     5.6990840977e+00     1.35        128.4 
5677     5593     1836     22       5.7773657195e+00     5.6992424242e+00     1.35        129.1 
5704     5620     1841     33       5.7773657195e+00     5.6995793432e+00     1.35        129.9 
5730     5646     1851     8        5.7773657195e+00     5.6997561191e+00     1.34        130.6 
5756     5672     1847     21       5.7773657195e+00     5.7003195369e+00     1.33        131.3 
5783     5699     1848     46       5.7773657195e+00     5.7004761311e+00     1.33        132.0 
5810     5726     1843     24       5.7773657195e+00     5.7007546000e+00     1.33        132.7 
5837     5753     1850     34       5.7773657195e+00     5.7007546390e+00     1.33        133.4 
5864     5780     1845     22       5.7773657195e+00     5.7009395694e+00     1.32        134.1 
5891     5807     1848     34       5.7773657195e+00     5.7010654493e+00     1.32        134.8 
5918     5834     1855     40       5.7773657195e+00     5.7011105716e+00     1.32        135.5 
5946     5862     1847     26       5.7773657195e+00     5.7011344221e+00     1.32        136.2 
5973     5889     1854     40       5.7773657195e+00     5.7014790222e+00     1.31        136.9 
6000     5916     1845     20       5.7773657195e+00     5.7014795960e+00     1.31        137.6 
6027     5943     1852     17       5.7773657195e+00     5.7022534280e+00     1.30        138.3 
6053     5969     1856     15       5.7773657195e+00     5.7022534419e+00     1.30        139.0 
6080     5996     1857     35       5.7773657195e+00     5.7024639307e+00     1.30        139.7 
6107     6023     1848     21       5.7773657195e+00     5.7026090443e+00     1.29        140.4 
6134     6050     1845     24       5.7773657195e+00     5.7027388264e+00     1.29        141.1 
6162     6078     1841     25       5.7773657195e+00     5.7031024970e+00     1.29        141.8 
6189     6105     1846     33       5.7773657195e+00     5.7038539237e+00     1.27        142.6 
6216     6132     1841     20       5.7773657195e+00     5.7039833302e+00     1.27        143.3 
6243     6159     1842     21       5.7773657195e+00     5.7046531380e+00     1.26        144.0 
6270     6186     1845     16       5.7773657195e+00     5.7048581395e+00     1.26        144.7 
6297     6213     1850     28       5.7773657195e+00     5.7050778927e+00     1.25        145.5 
6324     6240     1851     24       5.7773657195e+00     5.7050862009e+00     1.25        146.1 
6351     6267     1856     36       5.7773657195e+00     5.7054702245e+00     1.24        146.8 
6378     6294     1847     21       5.7773657195e+00     5.7055949926e+00     1.24        147.5 
6406     6322     1843     28       5.7773657195e+00     5.7056726416e+00     1.24        148.2 
6433     6349     1846     39       5.7773657195e+00     5.7058518113e+00     1.24        148.7 
6461     6377     1844     21       5.7773657195e+00     5.7058519356e+00     1.24        149.2 
6488     6404     1843     19       5.7773657195e+00     5.7059266797e+00     1.24        149.9 
6515     6431     1844     27       5.7773657195e+00     5.7062863101e+00     1.23        150.6 
6542     6458     1843     24       5.7773657195e+00     5.7064381759e+00     1.23        151.3 
6568     6484     1843     33       5.7773657195e+00     5.7064525080e+00     1.23        152.0 
6595     6511     1846     24       5.7773657195e+00     5.7065097485e+00     1.23        152.7 
6622     6538     1851     26       5.7773657195e+00     5.7067251481e+00     1.22        153.4 
6649     6565     1842     23       5.7773657195e+00     5.7068499384e+00     1.22        154.1 
6676     6592     1843     28       5.7773657195e+00     5.7070297288e+00     1.22        154.8 
6703     6619     1840     26       5.7773657195e+00     5.7071030943e+00     1.22        155.5 
6730     6646     1841     27       5.7773657195e+00     5.7072334374e+00     1.21        156.3 
6757     6673     1842     21       5.7773657195e+00     5.7073691302e+00     1.21        157.0 
6784     6700     1847     12       5.7773657195e+00     5.7081111529e+00     1.20        157.7 
6811     6727     1848     26       5.7773657195e+00     5.7083291613e+00     1.19        158.4 
6838     6754     1849     22       5.7773657195e+00     5.7085775602e+00     1.19        159.1 
6865     6781     1848     31       5.7773657195e+00     5.7089251764e+00     1.18        159.8 
6892     6808     1855     20       5.7773657195e+00     5.7089461939e+00     1.18        160.6 
6919     6835     1860     24       5.7773657195e+00     5.7089512905e+00     1.18        161.3 
6946     6862     1857     17       5.7773657195e+00     5.7089680619e+00     1.18        162.0 
6973     6889     1860     28       5.7773657195e+00     5.7090382116e+00     1.18        162.8 
7000     6916     1861     24       5.7773657195e+00     5.7091649236e+00     1.18        163.5 
7027     6943     1864     39       5.7773657195e+00     5.7091649236e+00     1.18        164.2 
7054     6970     1867     32       5.7773657195e+00     5.7091666898e+00     1.18        164.9 
7081     6997     1868     28       5.7773657195e+00     5.7093460280e+00     1.18        165.6 
7106     7022     1867     34       5.7773657195e+00     5.7094590680e+00     1.18        166.3 
7133     7049     1862     23       5.7773657195e+00     5.7098954956e+00     1.17        167.0 
7160     7076     1869     30       5.7773657195e+00     5.7101790269e+00     1.16        167.7 
7187     7103     1874     37       5.7773657195e+00     5.7105924267e+00     1.16        168.4 
7214     7130     1877     28       5.7773657195e+00     5.7110443079e+00     1.15        169.1 
7241     7157     1878     30       5.7773657195e+00     5.7111708632e+00     1.15        169.8 
7268     7184     1879     33       5.7773657195e+00     5.7112599975e+00     1.14        170.4 
7295     7211     1872     27       5.7773657195e+00     5.7113768560e+00     1.14        171.1 
7322     7238     1867     20       5.7773657195e+00     5.7115718762e+00     1.14        171.8 
7349     7265     1876     24       5.7773657195e+00     5.7117195263e+00     1.14        172.6 
7376     7292     1879     24       5.7773657195e+00     5.7122050089e+00     1.13        173.3 
7403     7319     1876     22       5.7773657195e+00     5.7125117233e+00     1.12        174.0 
7430     7346     1873     17       5.7773657195e+00     5.7128774818e+00     1.12        174.7 
7457     7373     1872     21       5.7773657195e+00     5.7134557062e+00     1.11        175.5 
7484     7400     1869     27       5.7773657195e+00     5.7135733657e+00     1.10        176.2 
7511     7427     1872     28       5.7773657195e+00     5.7138314208e+00     1.10        176.9 
7538     7454     1877     29       5.7773657195e+00     5.7141597242e+00     1.09        177.6 
7564     7480     1877     42       5.7773657195e+00     5.7141597242e+00     1.09        178.4 
7591     7507     1878     28       5.7773657195e+00     5.7142086130e+00     1.09        179.1 
7618     7534     1879     45       5.7773657195e+00     5.7142086130e+00     1.09        179.8 
7644     7560     1875     26       5.7773657195e+00     5.7145209060e+00     1.09        180.5 
7671     7587     1880     42       5.7773657195e+00     5.7147623677e+00     1.08        181.2 
7698     7614     1879     36       5.7773657195e+00     5.7150805285e+00     1.08        181.9 
7725     7641     1880     35       5.7773657195e+00     5.7151671231e+00     1.08        182.6 
7752     7668     1881     19       5.7773657195e+00     5.7152936235e+00     1.07        183.3 
7779     7695     1880     26       5.7773657195e+00     5.7157209834e+00     1.07        184.1 
7810     7722     1875     16       5.7773657195e+00     5.7157491587e+00     1.07        184.8 
7839     7749     1870     14       5.7773657195e+00     5.7160463872e+00     1.06        185.5 
7867     7775     1866     23       5.7773657195e+00     5.7162663194e+00     1.06        186.3 
7894     7802     1863     24       5.7773657195e+00     5.7163219154e+00     1.06        187.0 
7921     7829     1860     29       5.7773657195e+00     5.7164174719e+00     1.05        187.7 
7948     7856     1859     27       5.7773657195e+00     5.7167070053e+00     1.05        188.4 
7975     7883     1860     63       5.7773657195e+00     5.7168800376e+00     1.05        189.1 
8002     7910     1865     60       5.7773657195e+00     5.7169999543e+00     1.04        189.8 
8029     7937     1868     62       5.7773657195e+00     5.7173269521e+00     1.04        190.5 
8056     7964     1869     63       5.7773657195e+00     5.7173537392e+00     1.04        191.2 
8083     7991     1868     64       5.7773657195e+00     5.7176967839e+00     1.03        191.8 
8110     8018     1865     62       5.7773657195e+00     5.7180854586e+00     1.03        192.4 
8137     8045     1864     15       5.7773657195e+00     5.7182394196e+00     1.02        193.2 
8164     8072     1875     57       5.7773657195e+00     5.7184201730e+00     1.02        193.9 
8190     8098     1871     11       5.7773657195e+00     5.7186279153e+00     1.02        194.5 
8217     8125     1872     53       5.7773657195e+00     5.7189608138e+00     1.01        195.2 
8244     8152     1875     23       5.7773657195e+00     5.7193547356e+00     1.00        195.9 
8271     8179     1876     12       5.7773657195e+00     5.7194227122e+00     1.00        196.6 
8298     8206     1875     22       5.7773657195e+00     5.7194381434e+00     1.00        197.3 
8325     8233     1874     23       5.7773657195e+00     5.7197393024e+00     1.00        198.1 
8352     8260     1877     23       5.7773657195e+00     5.7203213998e+00     0.99        198.8 
8379     8287     1878     27       5.7773657195e+00     5.7204126063e+00     0.99        199.5 
8406     8314     1879     30       5.7773657195e+00     5.7205121748e+00     0.98        200.2 
8433     8341     1876     20       5.7773657195e+00     5.7210464139e+00     0.97        201.0 
8460     8368     1877     28       5.7773657195e+00     5.7210624838e+00     0.97        201.6 
8489     8395     1874     24       5.7773657195e+00     5.7213585635e+00     0.97        202.4 
8516     8422     1869     11       5.7773657195e+00     5.7217913538e+00     0.96        203.1 
8549     8449     1868     25       5.7773657195e+00     5.7218770309e+00     0.96        203.8 
8578     8476     1865     22       5.7773657195e+00     5.7219116792e+00     0.96        204.5 
