WARNING: Method definition require(Symbol) in module Base at loading.jl:345 overwritten in module ConicBenchmarkUtilities at /home/ubuntu/.julia/v0.5/Requires/src/require.jl:12.
WARNING: Base.ASCIIString is deprecated, use String instead.
  likely near /home/ubuntu/run.jl:185
WARNING: Base.ASCIIString is deprecated, use String instead.
  likely near /home/ubuntu/run.jl:185
WARNING: Base.ASCIIString is deprecated, use String instead.
  likely near /home/ubuntu/run.jl:185
WARNING: Base.ASCIIString is deprecated, use String instead.
  likely near /home/ubuntu/run.jl:185
#SOLVERNAME# MOSEK_MISOCP
#SOLVER# Mosek.MosekMathProgSolverInterface.MosekSolver(Any[(:LOG,1),(:NUM_THREADS,1),(:OPTIMIZER_MAX_TIME,3600.0),(:MIO_TOL_REL_GAP,1.0e-5)])
#FILENAME# classical_200_1.cbf.gz
#INSTANCE# classical_200_1
#TIMELIMIT# 3600.0
Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : CONIC (conic optimization problem)
  Constraints            : 1005            
  Cones                  : 1               
  Scalar variables       : 803             
  Matrix variables       : 0               
  Integer variables      : 200             

Optimizer started.
Mixed integer optimizer started.
Threads used: 1
Presolve started.
Presolve terminated. Time = 0.40
Presolved problem: 601 variables, 402 constraints, 41000 non-zeros
Presolved problem: 0 general integer, 200 binary, 401 continuous
Clique table size: 0
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
1496     1499     187      75       -1.1611148246e-01    -1.2650801576e-01    8.95        64.6  
1529     1532     186      92       -1.1611148246e-01    -1.2650801576e-01    8.95        65.5  
1561     1564     186      108      -1.1611148246e-01    -1.2650801576e-01    8.95        66.2  
1594     1597     187      124      -1.1611148246e-01    -1.2650801576e-01    8.95        66.8  
1627     1630     186      141      -1.1611148246e-01    -1.2650801576e-01    8.95        67.4  
1660     1663     187      157      -1.1611148246e-01    -1.2650801576e-01    8.95        67.9  
1693     1696     186      174      -1.1611148246e-01    -1.2650801576e-01    8.95        68.3  
1726     1729     187      37       -1.1611148246e-01    -1.2642831982e-01    8.89        69.5  
1759     1762     194      39       -1.1611148246e-01    -1.2638594621e-01    8.85        71.2  
1792     1795     201      15       -1.1611148246e-01    -1.2630966734e-01    8.78        72.8  
1825     1828     208      26       -1.1611148246e-01    -1.2630926772e-01    8.78        74.4  
1858     1861     213      28       -1.1611148246e-01    -1.2629346634e-01    8.77        75.7  
1891     1894     224      58       -1.1611148246e-01    -1.2629318194e-01    8.77        77.4  
1924     1927     225      24       -1.1611148246e-01    -1.2621296358e-01    8.70        78.8  
1956     1959     235      26       -1.1611148246e-01    -1.2620680177e-01    8.69        80.5  
1987     1990     242      11       -1.1611148246e-01    -1.2620680177e-01    8.69        82.0  
2019     2022     246      33       -1.1611148246e-01    -1.2620680177e-01    8.69        83.5  
2051     2054     258      14       -1.1611148246e-01    -1.2620680177e-01    8.69        85.2  
2083     2086     262      14       -1.1611148246e-01    -1.2618489558e-01    8.68        86.8  
2116     2119     271      16       -1.1611148246e-01    -1.2618019989e-01    8.67        88.5  
2149     2152     274      17       -1.1611148246e-01    -1.2614355196e-01    8.64        90.0  
2182     2185     275      33       -1.1611148246e-01    -1.2614355196e-01    8.64        91.4  
2214     2217     275      49       -1.1611148246e-01    -1.2614355196e-01    8.64        92.5  
2246     2249     275      65       -1.1611148246e-01    -1.2614355196e-01    8.64        93.5  
2278     2281     275      81       -1.1611148246e-01    -1.2614355196e-01    8.64        94.4  
2311     2314     274      98       -1.1611148246e-01    -1.2614355196e-01    8.64        95.1  
2344     2347     275      114      -1.1611148246e-01    -1.2614355196e-01    8.64        95.8  
2376     2379     275      130      -1.1611148246e-01    -1.2614355196e-01    8.64        96.3  
2409     2412     274      147      -1.1611148246e-01    -1.2614355196e-01    8.64        96.8  
2441     2444     276      15       -1.1611148246e-01    -1.2608937785e-01    8.59        97.9  
2474     2477     281      25       -1.1611148246e-01    -1.2608144481e-01    8.59        99.5  
2507     2510     292      14       -1.1621205237e-01    -1.2608058406e-01    8.49        101.4 
2539     2542     302      14       -1.1621205237e-01    -1.2608057479e-01    8.49        103.1 
2572     2575     307      27       -1.1621205237e-01    -1.2607423950e-01    8.49        104.8 
2605     2608     314      24       -1.1621205237e-01    -1.2606308519e-01    8.48        106.4 
2638     2641     321      29       -1.1621205237e-01    -1.2604015486e-01    8.46        108.1 
2670     2673     325      23       -1.1621205237e-01    -1.2602934211e-01    8.45        109.7 
2701     2704     326      15       -1.1621205237e-01    -1.2602934211e-01    8.45        111.1 
2734     2737     333      14       -1.1621205237e-01    -1.2599892586e-01    8.42        112.8 
2766     2769     343      15       -1.1621205237e-01    -1.2599892586e-01    8.42        114.6 
2799     2802     348      17       -1.1621205237e-01    -1.2597834892e-01    8.40        116.2 
2832     2835     357      12       -1.1660853866e-01    -1.2594185326e-01    8.00        118.0 
2865     2868     362      26       -1.1660853866e-01    -1.2588948475e-01    7.96        119.6 
2898     2901     365      18       -1.1660853866e-01    -1.2587446956e-01    7.95        121.1 
2930     2933     365      34       -1.1660853866e-01    -1.2587446956e-01    7.95        122.4 
2963     2966     370      14       -1.1660853866e-01    -1.2582716147e-01    7.91        123.9 
2996     2999     377      17       -1.1660853866e-01    -1.2581952401e-01    7.90        125.7 
3029     3032     384      25       -1.1660853866e-01    -1.2581879779e-01    7.90        127.3 
3062     3065     391      36       -1.1660853866e-01    -1.2581816679e-01    7.90        129.0 
3095     3098     402      14       -1.1660853866e-01    -1.2581205997e-01    7.89        130.9 
3128     3131     407      22       -1.1660853866e-01    -1.2579465454e-01    7.88        132.4 
3161     3164     408      38       -1.1660853866e-01    -1.2579465454e-01    7.88        133.8 
3194     3197     407      55       -1.1660853866e-01    -1.2579465454e-01    7.88        134.8 
3227     3230     414      16       -1.1660853866e-01    -1.2577717187e-01    7.86        136.5 
3259     3262     420      25       -1.1660853866e-01    -1.2576141589e-01    7.85        138.1 
3291     3294     428      38       -1.1660853866e-01    -1.2573657755e-01    7.83        139.8 
3323     3326     436      17       -1.1660853866e-01    -1.2572508601e-01    7.82        141.4 
3355     3358     446      22       -1.1660853866e-01    -1.2571466109e-01    7.81        143.1 
3387     3390     450      24       -1.1660853866e-01    -1.2571466109e-01    7.81        144.6 
3419     3422     448      19       -1.1660853866e-01    -1.2571466109e-01    7.81        145.9 
3451     3454     454      18       -1.1667885021e-01    -1.2570307200e-01    7.73        147.5 
3484     3487     461      29       -1.1667885021e-01    -1.2568355909e-01    7.72        149.2 
3516     3519     469      22       -1.1667885021e-01    -1.2566804789e-01    7.70        150.9 
3548     3551     473      17       -1.1667885021e-01    -1.2555421428e-01    7.61        152.5 
3581     3584     478      13       -1.1667885021e-01    -1.2554946577e-01    7.60        154.0 
3614     3617     483      33       -1.1667885021e-01    -1.2554051579e-01    7.59        155.6 
3647     3650     492      23       -1.1667885021e-01    -1.2553361821e-01    7.59        157.4 
3679     3682     498      16       -1.1667885021e-01    -1.2537645820e-01    7.45        158.9 
3712     3715     501      29       -1.1667885021e-01    -1.2537511904e-01    7.45        160.4 
3744     3747     507      20       -1.1667885021e-01    -1.2535420268e-01    7.44        161.9 
3776     3779     507      36       -1.1667885021e-01    -1.2535420268e-01    7.44        163.2 
3808     3811     509      39       -1.1667885021e-01    -1.2530703111e-01    7.39        164.5 
3840     3843     513      28       -1.1667885021e-01    -1.2528003573e-01    7.37        166.0 
3873     3876     522      42       -1.1667885021e-01    -1.2527977089e-01    7.37        167.7 
3904     3907     529      8        -1.1667885021e-01    -1.2527249705e-01    7.37        169.3 
3936     3939     535      16       -1.1667885021e-01    -1.2527234632e-01    7.37        171.0 
3968     3971     535      32       -1.1667885021e-01    -1.2527234632e-01    7.37        172.4 
4001     4004     534      19       -1.1667885021e-01    -1.2526717399e-01    7.36        173.7 
4034     4037     541      21       -1.1667885021e-01    -1.2524656708e-01    7.34        175.3 
4066     4069     549      14       -1.1667885021e-01    -1.2524596848e-01    7.34        177.0 
4099     4102     554      45       -1.1667885021e-01    -1.2524569867e-01    7.34        178.6 
4132     4135     561      39       -1.1667885021e-01    -1.2522806591e-01    7.33        180.2 
4164     4167     571      14       -1.1667885021e-01    -1.2517410494e-01    7.28        182.0 
4196     4199     577      19       -1.1667885021e-01    -1.2511179353e-01    7.23        183.6 
4228     4231     587      15       -1.1667885021e-01    -1.2510976183e-01    7.23        185.4 
4260     4263     597      19       -1.1667885021e-01    -1.2509171181e-01    7.21        187.3 
4293     4296     606      14       -1.1667885021e-01    -1.2508001360e-01    7.20        189.1 
4325     4328     612      25       -1.1667885021e-01    -1.2502266589e-01    7.15        190.8 
4357     4360     618      15       -1.1667885021e-01    -1.2498508156e-01    7.12        192.5 
4389     4392     624      14       -1.1667885021e-01    -1.2496490183e-01    7.10        194.1 
4421     4424     628      14       -1.1667885021e-01    -1.2495129355e-01    7.09        195.6 
4453     4456     636      14       -1.1667885021e-01    -1.2492402381e-01    7.07        197.3 
4486     4489     639      22       -1.1667885021e-01    -1.2491713285e-01    7.06        198.9 
4519     4522     646      30       -1.1667885021e-01    -1.2491287431e-01    7.06        200.5 
4552     4555     655      21       -1.1667885021e-01    -1.2488859304e-01    7.04        202.2 
4584     4587     663      23       -1.1667885021e-01    -1.2488762091e-01    7.04        203.9 
4616     4619     667      32       -1.1667885021e-01    -1.2487436713e-01    7.02        205.3 
4648     4651     675      33       -1.1667885021e-01    -1.2486219943e-01    7.01        206.8 
4680     4683     681      47       -1.1667885021e-01    -1.2482370881e-01    6.98        208.3 
4712     4715     681      63       -1.1667885021e-01    -1.2482370881e-01    6.98        209.3 
4744     4747     681      79       -1.1667885021e-01    -1.2482370881e-01    6.98        210.2 
4777     4780     682      95       -1.1667885021e-01    -1.2482370881e-01    6.98        211.0 
4809     4812     682      111      -1.1667885021e-01    -1.2482370881e-01    6.98        211.7 
4841     4844     682      127      -1.1667885021e-01    -1.2482370881e-01    6.98        212.3 
4873     4876     682      143      -1.1667885021e-01    -1.2482370881e-01    6.98        212.8 
4906     4909     681      15       -1.1667885021e-01    -1.2482370881e-01    6.98        213.7 
4938     4941     687      17       -1.1667885021e-01    -1.2480710851e-01    6.97        215.3 
4970     4973     695      20       -1.1667885021e-01    -1.2480710760e-01    6.97        217.0 
5003     5006     698      22       -1.1667885021e-01    -1.2479497484e-01    6.96        218.5 
5035     5038     706      32       -1.1667885021e-01    -1.2478771609e-01    6.95        220.0 
5068     5071     709      24       -1.1667885021e-01    -1.2477105030e-01    6.94        221.5 
5100     5103     717      16       -1.1667885021e-01    -1.2474534453e-01    6.91        223.2 
5133     5136     724      14       -1.1667885021e-01    -1.2474534453e-01    6.91        224.9 
5164     5167     731      13       -1.1667885021e-01    -1.2471948489e-01    6.89        226.5 
5197     5200     738      27       -1.1667885021e-01    -1.2471924321e-01    6.89        228.1 
5229     5232     748      18       -1.1667885021e-01    -1.2471071621e-01    6.88        229.9 
5261     5264     756      19       -1.1667885021e-01    -1.2468665778e-01    6.86        231.7 
5294     5297     759      17       -1.1667885021e-01    -1.2464033340e-01    6.82        233.2 
5327     5330     766      16       -1.1667885021e-01    -1.2463740916e-01    6.82        234.9 
5360     5363     769      29       -1.1667885021e-01    -1.2463740916e-01    6.82        236.4 
5392     5395     773      19       -1.1667885021e-01    -1.2462902906e-01    6.81        238.0 
5424     5427     779      20       -1.1667885021e-01    -1.2461202794e-01    6.80        239.6 
5457     5460     786      16       -1.1667885021e-01    -1.2459996526e-01    6.79        241.2 
5490     5493     793      19       -1.1667885021e-01    -1.2459559597e-01    6.79        242.8 
5523     5526     802      16       -1.1667885021e-01    -1.2456754910e-01    6.76        244.5 
5555     5558     808      16       -1.1667885021e-01    -1.2454931948e-01    6.75        246.1 
5587     5590     816      23       -1.1667885021e-01    -1.2453757607e-01    6.74        247.8 
5620     5623     817      21       -1.1667885021e-01    -1.2452251461e-01    6.72        249.3 
5653     5656     824      43       -1.1667885021e-01    -1.2452127262e-01    6.72        250.9 
5686     5689     827      17       -1.1667885021e-01    -1.2451555523e-01    6.72        252.3 
5719     5722     838      28       -1.1667885021e-01    -1.2449973344e-01    6.70        254.2 
5751     5754     846      14       -1.1667885021e-01    -1.2447589119e-01    6.68        255.9 
5783     5786     854      20       -1.1667885021e-01    -1.2446847096e-01    6.68        257.7 
5815     5818     858      32       -1.1667885021e-01    -1.2446584161e-01    6.67        259.2 
5848     5851     863      15       -1.1667885021e-01    -1.2445990638e-01    6.67        260.7 
5880     5883     869      18       -1.1667885021e-01    -1.2445115004e-01    6.66        262.3 
5913     5916     874      27       -1.1667885021e-01    -1.2443646184e-01    6.65        264.0 
5945     5948     878      21       -1.1667885021e-01    -1.2443646184e-01    6.65        265.6 
5977     5980     878      37       -1.1667885021e-01    -1.2443646184e-01    6.65        266.9 
6009     6012     882      21       -1.1667885021e-01    -1.2443488922e-01    6.65        268.4 
6042     6045     891      13       -1.1667885021e-01    -1.2442230837e-01    6.64        270.1 
6075     6078     898      20       -1.1667885021e-01    -1.2441002385e-01    6.63        271.9 
6107     6110     906      14       -1.1667885021e-01    -1.2440164804e-01    6.62        273.6 
6139     6142     906      27       -1.1667885021e-01    -1.2439661203e-01    6.61        275.0 
6171     6174     912      26       -1.1667885021e-01    -1.2439661203e-01    6.61        276.7 
6204     6207     919      15       -1.1667885021e-01    -1.2438555797e-01    6.61        278.3 
6237     6240     926      23       -1.1667885021e-01    -1.2436508297e-01    6.59        280.0 
6269     6272     936      19       -1.1667885021e-01    -1.2436508297e-01    6.59        281.7 
6302     6305     933      19       -1.1667885021e-01    -1.2436508297e-01    6.59        283.1 
6334     6337     943      25       -1.1667885021e-01    -1.2435350205e-01    6.58        284.9 
6367     6370     950      14       -1.1667885021e-01    -1.2435122067e-01    6.58        286.4 
6400     6403     955      26       -1.1667885021e-01    -1.2434991614e-01    6.57        288.0 
6433     6436     962      18       -1.1667885021e-01    -1.2431828246e-01    6.55        289.7 
6465     6468     970      19       -1.1667885021e-01    -1.2429668203e-01    6.53        291.4 
6497     6500     978      18       -1.1667885021e-01    -1.2429652358e-01    6.53        293.1 
6530     6533     985      31       -1.1667885021e-01    -1.2429637616e-01    6.53        294.7 
6563     6566     992      22       -1.1667885021e-01    -1.2429192660e-01    6.52        296.3 
6596     6599     999      25       -1.1667885021e-01    -1.2427745440e-01    6.51        298.0 
6629     6632     1006     34       -1.1667885021e-01    -1.2427604113e-01    6.51        299.6 
6661     6664     1014     23       -1.1667885021e-01    -1.2427477139e-01    6.51        301.3 
6694     6697     1023     26       -1.1667885021e-01    -1.2427192254e-01    6.51        303.0 
6727     6730     1032     16       -1.1667885021e-01    -1.2425572997e-01    6.49        304.8 
6759     6762     1038     22       -1.1667885021e-01    -1.2425572997e-01    6.49        306.5 
6791     6794     1038     38       -1.1667885021e-01    -1.2425572997e-01    6.49        307.7 
6823     6826     1036     25       -1.1667885021e-01    -1.2424681050e-01    6.49        308.9 
6856     6859     1041     24       -1.1667885021e-01    -1.2423641297e-01    6.48        310.5 
6889     6892     1048     16       -1.1667885021e-01    -1.2422369051e-01    6.47        312.2 
6922     6925     1053     19       -1.1667885021e-01    -1.2418450650e-01    6.43        313.8 
6955     6958     1054     36       -1.1667885021e-01    -1.2418450650e-01    6.43        315.1 
6988     6991     1055     18       -1.1667885021e-01    -1.2418184332e-01    6.43        316.5 
7020     7023     1063     25       -1.1667885021e-01    -1.2417863548e-01    6.43        318.2 
7052     7055     1067     18       -1.1667885021e-01    -1.2417082937e-01    6.42        319.6 
7085     7088     1074     19       -1.1667885021e-01    -1.2416297558e-01    6.41        321.2 
7116     7119     1081     13       -1.1667885021e-01    -1.2414647887e-01    6.40        322.9 
7148     7151     1089     17       -1.1667885021e-01    -1.2412834519e-01    6.38        324.6 
7180     7183     1099     19       -1.1667885021e-01    -1.2412034782e-01    6.38        326.3 
7213     7216     1102     35       -1.1667885021e-01    -1.2411967077e-01    6.38        327.7 
7246     7249     1105     14       -1.1667885021e-01    -1.2411967077e-01    6.38        329.1 
7279     7282     1114     15       -1.1667885021e-01    -1.2411928457e-01    6.38        330.9 
7311     7314     1122     25       -1.1667885021e-01    -1.2411207271e-01    6.37        332.6 
7343     7346     1128     28       -1.1667885021e-01    -1.2411166786e-01    6.37        334.1 
7376     7379     1127     45       -1.1667885021e-01    -1.2411166786e-01    6.37        335.3 
7408     7411     1131     15       -1.1667885021e-01    -1.2411155084e-01    6.37        336.9 
7441     7444     1140     15       -1.1667885021e-01    -1.2410428032e-01    6.36        338.6 
7474     7477     1149     16       -1.1667885021e-01    -1.2410414709e-01    6.36        340.3 
7506     7509     1153     24       -1.1667885021e-01    -1.2410252053e-01    6.36        341.8 
7538     7541     1153     30       -1.1667885021e-01    -1.2410252053e-01    6.36        343.0 
7571     7574     1160     18       -1.1667885021e-01    -1.2408189820e-01    6.34        344.6 
7603     7606     1166     14       -1.1667885021e-01    -1.2406742706e-01    6.33        346.1 
7635     7638     1172     16       -1.1667885021e-01    -1.2406426549e-01    6.33        347.7 
7668     7671     1177     14       -1.1667885021e-01    -1.2405926134e-01    6.33        349.3 
7700     7703     1183     20       -1.1667885021e-01    -1.2405547429e-01    6.32        351.0 
7732     7735     1191     14       -1.1667885021e-01    -1.2405324199e-01    6.32        352.6 
7763     7766     1196     7        -1.1667885021e-01    -1.2405131164e-01    6.32        354.2 
7795     7798     1206     35       -1.1667885021e-01    -1.2405131164e-01    6.32        355.9 
7827     7830     1214     14       -1.1667885021e-01    -1.2403694498e-01    6.31        357.5 
7860     7863     1217     16       -1.1667885021e-01    -1.2403461292e-01    6.30        359.1 
7892     7895     1221     21       -1.1667885021e-01    -1.2400076719e-01    6.28        360.7 
7924     7927     1229     25       -1.1667885021e-01    -1.2400054995e-01    6.28        362.3 
7957     7960     1232     18       -1.1667885021e-01    -1.2399342358e-01    6.27        363.9 
7990     7993     1239     15       -1.1667885021e-01    -1.2399246724e-01    6.27        365.5 
8023     8026     1244     20       -1.1667885021e-01    -1.2398612949e-01    6.26        367.1 
8055     8058     1248     28       -1.1667885021e-01    -1.2398313596e-01    6.26        368.5 
8088     8091     1249     24       -1.1667885021e-01    -1.2398313596e-01    6.26        369.9 
8120     8123     1251     19       -1.1667885021e-01    -1.2397961805e-01    6.26        371.3 
8152     8155     1261     18       -1.1667885021e-01    -1.2396595049e-01    6.25        373.0 
8184     8187     1269     22       -1.1667885021e-01    -1.2396293108e-01    6.24        374.7 
8216     8219     1273     37       -1.1667885021e-01    -1.2395447855e-01    6.24        376.3 
8248     8251     1279     16       -1.1667885021e-01    -1.2394871888e-01    6.23        377.9 
8280     8283     1279     31       -1.1667885021e-01    -1.2393636059e-01    6.22        379.3 
8312     8315     1279     15       -1.1667885021e-01    -1.2393636059e-01    6.22        380.5 
8345     8348     1284     25       -1.1667885021e-01    -1.2392383265e-01    6.21        382.0 
8376     8379     1289     12       -1.1667885021e-01    -1.2391661076e-01    6.20        383.6 
8409     8412     1294     22       -1.1667885021e-01    -1.2391591329e-01    6.20        385.2 
8442     8445     1297     30       -1.1667885021e-01    -1.2391559640e-01    6.20        386.6 
8474     8477     1305     20       -1.1667885021e-01    -1.2391513611e-01    6.20        388.3 
8506     8509     1311     43       -1.1667885021e-01    -1.2391491645e-01    6.20        389.8 
8538     8541     1319     31       -1.1667885021e-01    -1.2391426588e-01    6.20        391.4 
8570     8573     1325     18       -1.1667885021e-01    -1.2389685185e-01    6.19        392.9 
8602     8605     1331     25       -1.1667885021e-01    -1.2389498564e-01    6.18        394.5 
8634     8637     1331     31       -1.1667885021e-01    -1.2388364284e-01    6.17        395.8 
8667     8670     1338     31       -1.1667885021e-01    -1.2388360555e-01    6.17        397.4 
8699     8702     1344     20       -1.1667885021e-01    -1.2386380241e-01    6.16        399.0 
8731     8734     1350     20       -1.1667885021e-01    -1.2385862068e-01    6.15        400.6 
8764     8767     1359     39       -1.1667885021e-01    -1.2385683722e-01    6.15        402.3 
8796     8799     1365     26       -1.1667885021e-01    -1.2385256500e-01    6.15        403.8 
8828     8831     1365     42       -1.1667885021e-01    -1.2385256500e-01    6.15        405.0 
8860     8863     1369     18       -1.1667885021e-01    -1.2384722625e-01    6.14        406.5 
8892     8895     1375     31       -1.1667885021e-01    -1.2384653254e-01    6.14        408.1 
8925     8928     1384     16       -1.1667885021e-01    -1.2384144652e-01    6.14        409.7 
8958     8961     1389     24       -1.1667885021e-01    -1.2384117940e-01    6.14        411.3 
8990     8993     1395     16       -1.1667885021e-01    -1.2384045930e-01    6.14        412.9 
9021     9024     1402     15       -1.1667885021e-01    -1.2383920096e-01    6.14        414.5 
9053     9056     1410     17       -1.1667885021e-01    -1.2383661546e-01    6.13        416.1 
9085     9088     1418     15       -1.1667885021e-01    -1.2383454886e-01    6.13        417.7 
9117     9120     1420     30       -1.1667885021e-01    -1.2383454886e-01    6.13        419.1 
9149     9152     1420     46       -1.1667885021e-01    -1.2383454886e-01    6.13        420.2 
9181     9184     1424     25       -1.1667885021e-01    -1.2382935534e-01    6.13        421.7 
9213     9216     1432     26       -1.1667885021e-01    -1.2382722357e-01    6.13        423.3 
9245     9248     1440     15       -1.1667885021e-01    -1.2381777350e-01    6.12        424.9 
9277     9280     1448     14       -1.1667885021e-01    -1.2380739076e-01    6.11        426.5 
9310     9313     1451     35       -1.1667885021e-01    -1.2378911424e-01    6.09        428.0 
9342     9345     1455     16       -1.1667885021e-01    -1.2378205143e-01    6.09        429.4 
9375     9378     1460     15       -1.1667885021e-01    -1.2376810321e-01    6.08        431.0 
9407     9410     1464     16       -1.1667885021e-01    -1.2376092497e-01    6.07        432.5 
9440     9443     1467     16       -1.1667885021e-01    -1.2374288874e-01    6.05        434.2 
9472     9475     1473     17       -1.1667885021e-01    -1.2373724226e-01    6.05        435.8 
9505     9508     1476     23       -1.1667885021e-01    -1.2373080465e-01    6.04        437.3 
9536     9540     1481     15       -1.1667885021e-01    -1.2372932269e-01    6.04        439.0 
9568     9572     1487     21       -1.1667885021e-01    -1.2372245570e-01    6.04        440.6 
9601     9605     1490     42       -1.1667885021e-01    -1.2372235317e-01    6.04        441.9 
